Staff,starttime,endtime,work_length,date,tod,work_length_minutes
Staff 9,2022-11-17 09:28:44,2022-11-17 17:51:41,0 days 08:22:57,2022-11-17,morning,502.95
Staff 9,2022-11-18 09:33:17,2022-11-18 17:05:48,0 days 07:32:31,2022-11-18,morning,452.51666666666665
Staff 9,2022-11-22 09:47:23,2022-11-22 17:59:49,0 days 08:12:26,2022-11-22,morning,492.43333333333334
Staff 9,2022-11-23 09:00:47,2022-11-23 17:42:37,0 days 08:41:50,2022-11-23,morning,521.8333333333334
Staff 9,2022-11-24 10:12:36,2022-11-24 17:15:03,0 days 07:02:27,2022-11-24,morning,422.45
Staff 9,2022-11-25 10:04:27,2022-11-25 17:58:58,0 days 07:54:31,2022-11-25,morning,474.51666666666665
Staff 9,2022-11-26 10:45:08,2022-11-26 13:54:02,0 days 03:08:54,2022-11-26,morning,188.9
Staff 9,2022-11-27 10:20:48,2022-11-27 16:10:36,0 days 05:49:48,2022-11-27,morning,349.8
Staff 9,2022-11-28 09:25:24,2022-11-28 16:28:03,0 days 07:02:39,2022-11-28,morning,422.65
Staff 9,2022-11-29 10:02:00,2022-11-29 17:46:31,0 days 07:44:31,2022-11-29,morning,464.51666666666665
Staff 9,2022-11-30 09:58:42,2022-11-30 17:55:09,0 days 07:56:27,2022-11-30,morning,476.45
