Staff,starttime,endtime,work_length,date,tod,work_length_minutes
Staff 34,2023-02-01 09:39:54,2023-02-01 17:35:54,0 days 07:56:00,2023-02-01,morning,476.0
Staff 34,2023-02-02 10:03:20,2023-02-02 17:55:06,0 days 07:51:46,2023-02-02,morning,471.76666666666665
Staff 34,2023-02-03 10:07:12,2023-02-03 17:57:31,0 days 07:50:19,2023-02-03,morning,470.31666666666666
Staff 34,2023-02-04 09:07:34,2023-02-04 17:05:28,0 days 07:57:54,2023-02-04,morning,477.9
Staff 34,2023-02-05 09:11:25,2023-02-05 17:03:38,0 days 07:52:13,2023-02-05,morning,472.21666666666664
Staff 34,2023-02-06 09:16:54,2023-02-06 17:41:45,0 days 08:24:51,2023-02-06,morning,504.85
Staff 34,2023-02-07 09:49:47,2023-02-07 17:59:53,0 days 08:10:06,2023-02-07,morning,490.1
Staff 34,2023-02-08 09:09:23,2023-02-08 17:44:47,0 days 08:35:24,2023-02-08,morning,515.4
Staff 34,2023-02-09 10:08:31,2023-02-09 17:42:02,0 days 07:33:31,2023-02-09,morning,453.51666666666665
Staff 34,2023-02-10 10:02:58,2023-02-10 17:49:47,0 days 07:46:49,2023-02-10,morning,466.81666666666666
Staff 34,2023-02-13 09:59:49,2023-02-13 17:53:27,0 days 07:53:38,2023-02-13,morning,473.6333333333333
Staff 34,2023-02-14 09:37:45,2023-02-14 17:10:42,0 days 07:32:57,2023-02-14,morning,452.95
Staff 34,2023-02-15 10:01:09,2023-02-15 17:06:15,0 days 07:05:06,2023-02-15,morning,425.1
Staff 34,2023-02-16 10:09:02,2023-02-16 17:15:03,0 days 07:06:01,2023-02-16,morning,426.01666666666665
Staff 34,2023-02-17 10:01:45,2023-02-17 17:26:35,0 days 07:24:50,2023-02-17,morning,444.8333333333333
Staff 34,2023-02-20 10:06:36,2023-02-20 17:41:43,0 days 07:35:07,2023-02-20,morning,455.1166666666667
Staff 34,2023-02-21 09:42:04,2023-02-21 16:59:54,0 days 07:17:50,2023-02-21,morning,437.8333333333333
Staff 34,2023-02-22 10:00:18,2023-02-22 17:58:59,0 days 07:58:41,2023-02-22,morning,478.68333333333334
Staff 34,2023-02-23 09:14:56,2023-02-23 17:51:15,0 days 08:36:19,2023-02-23,morning,516.3166666666667
Staff 34,2023-02-24 09:58:30,2023-02-24 17:59:24,0 days 08:00:54,2023-02-24,morning,480.9
Staff 34,2023-02-25 09:07:07,2023-02-25 17:59:15,0 days 08:52:08,2023-02-25,morning,532.1333333333333
Staff 34,2023-02-26 10:25:54,2023-02-26 16:00:01,0 days 05:34:07,2023-02-26,morning,334.1166666666667
Staff 34,2023-02-27 09:00:12,2023-02-27 17:57:16,0 days 08:57:04,2023-02-27,morning,537.0666666666667
Staff 34,2023-02-28 09:01:12,2023-02-28 16:55:19,0 days 07:54:07,2023-02-28,morning,474.1166666666667
Staff 35,2023-02-01 10:10:00,2023-02-01 17:46:46,0 days 07:36:46,2023-02-01,morning,456.76666666666665
Staff 35,2023-02-02 09:05:55,2023-02-02 17:57:04,0 days 08:51:09,2023-02-02,morning,531.15
Staff 35,2023-02-03 10:08:09,2023-02-03 17:57:32,0 days 07:49:23,2023-02-03,morning,469.3833333333333
Staff 35,2023-02-06 10:06:25,2023-02-06 17:41:55,0 days 07:35:30,2023-02-06,morning,455.5
Staff 35,2023-02-07 10:04:13,2023-02-07 17:37:22,0 days 07:33:09,2023-02-07,morning,453.15
Staff 35,2023-02-08 10:02:45,2023-02-08 17:51:24,0 days 07:48:39,2023-02-08,morning,468.65
Staff 35,2023-02-09 09:30:10,2023-02-09 17:53:02,0 days 08:22:52,2023-02-09,morning,502.8666666666667
Staff 35,2023-02-10 10:44:32,2023-02-10 17:54:06,0 days 07:09:34,2023-02-10,morning,429.56666666666666
Staff 35,2023-02-11 09:33:58,2023-02-11 17:55:45,0 days 08:21:47,2023-02-11,morning,501.78333333333336
Staff 35,2023-02-12 09:28:08,2023-02-12 17:16:57,0 days 07:48:49,2023-02-12,morning,468.81666666666666
Staff 35,2023-02-13 09:55:51,2023-02-13 17:52:22,0 days 07:56:31,2023-02-13,morning,476.51666666666665
Staff 35,2023-02-14 09:00:57,2023-02-14 17:22:19,0 days 08:21:22,2023-02-14,morning,501.3666666666667
Staff 35,2023-02-15 10:00:53,2023-02-15 16:59:19,0 days 06:58:26,2023-02-15,morning,418.43333333333334
Staff 35,2023-02-16 10:03:27,2023-02-16 17:20:00,0 days 07:16:33,2023-02-16,morning,436.55
Staff 35,2023-02-17 10:01:45,2023-02-17 17:12:59,0 days 07:11:14,2023-02-17,morning,431.23333333333335
Staff 35,2023-02-19 11:31:29,2023-02-19 11:31:32,0 days 00:00:03,2023-02-19,morning,0.05
Staff 35,2023-02-20 10:11:52,2023-02-20 17:59:48,0 days 07:47:56,2023-02-20,morning,467.93333333333334
Staff 35,2023-02-21 09:37:01,2023-02-21 17:36:59,0 days 07:59:58,2023-02-21,morning,479.96666666666664
Staff 35,2023-02-22 10:00:48,2023-02-22 17:52:45,0 days 07:51:57,2023-02-22,morning,471.95
Staff 35,2023-02-23 09:46:12,2023-02-23 17:54:43,0 days 08:08:31,2023-02-23,morning,488.51666666666665
Staff 35,2023-02-24 09:53:26,2023-02-24 16:48:39,0 days 06:55:13,2023-02-24,morning,415.21666666666664
Staff 35,2023-02-25 09:00:02,2023-02-25 17:59:52,0 days 08:59:50,2023-02-25,morning,539.8333333333334
Staff 35,2023-02-26 09:00:23,2023-02-26 17:58:34,0 days 08:58:11,2023-02-26,morning,538.1833333333333
Staff 35,2023-02-27 09:56:21,2023-02-27 17:26:27,0 days 07:30:06,2023-02-27,morning,450.1
Staff 35,2023-02-28 09:51:44,2023-02-28 17:31:08,0 days 07:39:24,2023-02-28,morning,459.4
Staff 5,2023-02-01 09:39:55,2023-02-01 15:41:57,0 days 06:02:02,2023-02-01,morning,362.03333333333336
Staff 5,2023-02-02 10:05:04,2023-02-02 17:55:15,0 days 07:50:11,2023-02-02,morning,470.18333333333334
Staff 5,2023-02-03 10:07:11,2023-02-03 17:50:18,0 days 07:43:07,2023-02-03,morning,463.1166666666667
Staff 5,2023-02-06 10:03:31,2023-02-06 17:47:34,0 days 07:44:03,2023-02-06,morning,464.05
Staff 5,2023-02-07 10:05:05,2023-02-07 17:41:48,0 days 07:36:43,2023-02-07,morning,456.71666666666664
Staff 5,2023-02-08 10:08:22,2023-02-08 17:51:24,0 days 07:43:02,2023-02-08,morning,463.03333333333336
Staff 5,2023-02-09 10:05:47,2023-02-09 12:17:54,0 days 02:12:07,2023-02-09,morning,132.11666666666667
Staff 6,2023-02-01 09:00:33,2023-02-01 13:32:41,0 days 04:32:08,2023-02-01,morning,272.1333333333333
Staff 6,2023-02-02 10:18:32,2023-02-02 17:34:06,0 days 07:15:34,2023-02-02,morning,435.56666666666666
Staff 6,2023-02-03 10:12:18,2023-02-03 17:58:09,0 days 07:45:51,2023-02-03,morning,465.85
Staff 6,2023-02-05 09:04:19,2023-02-05 17:59:57,0 days 08:55:38,2023-02-05,morning,535.6333333333333
Staff 6,2023-02-06 09:00:05,2023-02-06 17:59:57,0 days 08:59:52,2023-02-06,morning,539.8666666666667
Staff 6,2023-02-07 09:01:03,2023-02-07 17:28:49,0 days 08:27:46,2023-02-07,morning,507.76666666666665
Staff 6,2023-02-08 09:00:49,2023-02-08 17:53:31,0 days 08:52:42,2023-02-08,morning,532.7
Staff 6,2023-02-09 09:30:10,2023-02-09 17:59:37,0 days 08:29:27,2023-02-09,morning,509.45
Staff 6,2023-02-10 09:19:50,2023-02-10 17:51:08,0 days 08:31:18,2023-02-10,morning,511.3
Staff 6,2023-02-13 09:55:50,2023-02-13 17:42:48,0 days 07:46:58,2023-02-13,morning,466.96666666666664
Staff 6,2023-02-14 09:34:17,2023-02-14 17:03:43,0 days 07:29:26,2023-02-14,morning,449.43333333333334
Staff 6,2023-02-15 09:59:00,2023-02-15 16:53:13,0 days 06:54:13,2023-02-15,morning,414.21666666666664
Staff 6,2023-02-16 09:15:00,2023-02-16 17:28:53,0 days 08:13:53,2023-02-16,morning,493.8833333333333
Staff 6,2023-02-17 10:02:11,2023-02-17 17:26:43,0 days 07:24:32,2023-02-17,morning,444.53333333333336
Staff 6,2023-02-20 10:18:27,2023-02-20 17:41:28,0 days 07:23:01,2023-02-20,morning,443.01666666666665
Staff 6,2023-02-21 09:41:53,2023-02-21 17:20:41,0 days 07:38:48,2023-02-21,morning,458.8
Staff 6,2023-02-22 10:00:12,2023-02-22 17:52:31,0 days 07:52:19,2023-02-22,morning,472.31666666666666
Staff 6,2023-02-23 09:42:08,2023-02-23 17:54:30,0 days 08:12:22,2023-02-23,morning,492.3666666666667
Staff 6,2023-02-24 10:00:05,2023-02-24 14:17:10,0 days 04:17:05,2023-02-24,morning,257.0833333333333
Staff 7,2023-02-08 10:06:55,2023-02-08 17:44:59,0 days 07:38:04,2023-02-08,morning,458.06666666666666
Staff 7,2023-02-09 09:22:33,2023-02-09 17:49:39,0 days 08:27:06,2023-02-09,morning,507.1
Staff 7,2023-02-10 10:02:02,2023-02-10 13:17:02,0 days 03:15:00,2023-02-10,morning,195.0
Staff 8,2023-02-01 10:18:15,2023-02-01 17:05:36,0 days 06:47:21,2023-02-01,morning,407.35
Staff 8,2023-02-02 10:04:38,2023-02-02 17:34:57,0 days 07:30:19,2023-02-02,morning,450.31666666666666
Staff 8,2023-02-03 09:44:45,2023-02-03 17:37:38,0 days 07:52:53,2023-02-03,morning,472.8833333333333
Staff 8,2023-02-06 10:02:51,2023-02-06 17:41:59,0 days 07:39:08,2023-02-06,morning,459.1333333333333
Staff 8,2023-02-07 09:51:41,2023-02-07 17:41:06,0 days 07:49:25,2023-02-07,morning,469.4166666666667
Staff 8,2023-02-08 09:03:38,2023-02-08 17:51:25,0 days 08:47:47,2023-02-08,morning,527.7833333333333
Staff 8,2023-02-09 10:06:24,2023-02-09 17:54:58,0 days 07:48:34,2023-02-09,morning,468.56666666666666
Staff 8,2023-02-10 09:39:01,2023-02-10 17:42:57,0 days 08:03:56,2023-02-10,morning,483.93333333333334
Staff 8,2023-02-13 09:56:15,2023-02-13 17:36:05,0 days 07:39:50,2023-02-13,morning,459.8333333333333
Staff 8,2023-02-14 09:37:54,2023-02-14 17:10:43,0 days 07:32:49,2023-02-14,morning,452.81666666666666
Staff 8,2023-02-15 09:43:16,2023-02-15 17:02:56,0 days 07:19:40,2023-02-15,morning,439.6666666666667
Staff 8,2023-02-16 10:03:35,2023-02-16 17:27:55,0 days 07:24:20,2023-02-16,morning,444.3333333333333
Staff 8,2023-02-17 10:03:16,2023-02-17 17:59:59,0 days 07:56:43,2023-02-17,morning,476.71666666666664
Staff 8,2023-02-18 09:05:28,2023-02-18 17:46:48,0 days 08:41:20,2023-02-18,morning,521.3333333333334
Staff 8,2023-02-19 09:19:14,2023-02-19 16:49:44,0 days 07:30:30,2023-02-19,morning,450.5
Staff 8,2023-02-20 09:15:41,2023-02-20 17:17:38,0 days 08:01:57,2023-02-20,morning,481.95
Staff 8,2023-02-21 09:41:57,2023-02-21 17:36:53,0 days 07:54:56,2023-02-21,morning,474.93333333333334
Staff 8,2023-02-22 09:40:17,2023-02-22 17:53:39,0 days 08:13:22,2023-02-22,morning,493.3666666666667
Staff 8,2023-02-23 09:59:21,2023-02-23 16:56:10,0 days 06:56:49,2023-02-23,morning,416.81666666666666
Staff 8,2023-02-24 09:53:04,2023-02-24 17:52:28,0 days 07:59:24,2023-02-24,morning,479.4
Staff 8,2023-02-25 13:18:40,2023-02-25 17:57:55,0 days 04:39:15,2023-02-25,afternoon,279.25
Staff 8,2023-02-26 09:29:24,2023-02-26 10:49:47,0 days 01:20:23,2023-02-26,morning,80.38333333333334
Staff 8,2023-02-27 09:00:30,2023-02-27 17:25:26,0 days 08:24:56,2023-02-27,morning,504.93333333333334
Staff 8,2023-02-28 09:33:43,2023-02-28 17:59:57,0 days 08:26:14,2023-02-28,morning,506.23333333333335
Staff 9,2023-02-01 10:09:16,2023-02-01 17:46:58,0 days 07:37:42,2023-02-01,morning,457.7
Staff 9,2023-02-02 10:01:26,2023-02-02 17:57:26,0 days 07:56:00,2023-02-02,morning,476.0
Staff 9,2023-02-03 10:07:26,2023-02-03 17:49:43,0 days 07:42:17,2023-02-03,morning,462.28333333333336
Staff 9,2023-02-06 09:38:10,2023-02-06 17:56:54,0 days 08:18:44,2023-02-06,morning,498.73333333333335
Staff 9,2023-02-07 09:15:12,2023-02-07 17:34:33,0 days 08:19:21,2023-02-07,morning,499.35
Staff 9,2023-02-08 09:31:53,2023-02-08 17:52:50,0 days 08:20:57,2023-02-08,morning,500.95
Staff 9,2023-02-09 10:05:33,2023-02-09 17:19:31,0 days 07:13:58,2023-02-09,morning,433.96666666666664
Staff 9,2023-02-10 10:44:23,2023-02-10 17:53:17,0 days 07:08:54,2023-02-10,morning,428.9
Staff 9,2023-02-13 09:55:55,2023-02-13 17:52:11,0 days 07:56:16,2023-02-13,morning,476.26666666666665
Staff 9,2023-02-14 09:52:16,2023-02-14 15:54:07,0 days 06:01:51,2023-02-14,morning,361.85
Staff 9,2023-02-15 09:58:31,2023-02-15 16:57:10,0 days 06:58:39,2023-02-15,morning,418.65
Staff 9,2023-02-16 10:03:33,2023-02-16 17:16:06,0 days 07:12:33,2023-02-16,morning,432.55
Staff 9,2023-02-17 10:05:43,2023-02-17 17:53:21,0 days 07:47:38,2023-02-17,morning,467.6333333333333
Staff 9,2023-02-19 10:32:05,2023-02-19 11:31:29,0 days 00:59:24,2023-02-19,morning,59.4
Staff 9,2023-02-20 10:11:55,2023-02-20 14:33:12,0 days 04:21:17,2023-02-20,morning,261.28333333333336
