Staff,starttime,endtime,work_length,date,tod,work_length_minutes
Staff 31,2022-12-15 11:03:23,2022-12-15 17:58:37,0 days 06:55:14,2022-12-15,morning,415.23333333333335
Staff 31,2022-12-16 09:29:48,2022-12-16 17:20:41,0 days 07:50:53,2022-12-16,morning,470.8833333333333
Staff 31,2022-12-19 10:37:56,2022-12-19 17:59:31,0 days 07:21:35,2022-12-19,morning,441.5833333333333
Staff 31,2022-12-20 10:15:05,2022-12-20 17:48:46,0 days 07:33:41,2022-12-20,morning,453.68333333333334
Staff 31,2022-12-21 09:14:12,2022-12-21 17:14:27,0 days 08:00:15,2022-12-21,morning,480.25
Staff 31,2022-12-22 10:18:25,2022-12-22 16:29:51,0 days 06:11:26,2022-12-22,morning,371.43333333333334
Staff 31,2022-12-23 12:45:52,2022-12-23 17:29:34,0 days 04:43:42,2022-12-23,morning,283.7
Staff 31,2022-12-28 10:18:29,2022-12-28 17:23:55,0 days 07:05:26,2022-12-28,morning,425.43333333333334
Staff 31,2022-12-29 10:36:08,2022-12-29 17:19:22,0 days 06:43:14,2022-12-29,morning,403.23333333333335
Staff 31,2022-12-30 14:10:58,2022-12-30 16:48:18,0 days 02:37:20,2022-12-30,afternoon,157.33333333333334
Staff 31,2022-12-31 09:40:46,2022-12-31 17:02:50,0 days 07:22:04,2022-12-31,morning,442.06666666666666
Staff 32,2022-12-01 10:00:28,2022-12-01 16:51:15,0 days 06:50:47,2022-12-01,morning,410.78333333333336
Staff 32,2022-12-02 09:56:09,2022-12-02 17:30:10,0 days 07:34:01,2022-12-02,morning,454.01666666666665
Staff 32,2022-12-05 09:48:54,2022-12-05 17:12:48,0 days 07:23:54,2022-12-05,morning,443.9
Staff 32,2022-12-06 10:13:14,2022-12-06 15:28:45,0 days 05:15:31,2022-12-06,morning,315.51666666666665
Staff 32,2022-12-07 09:49:24,2022-12-07 17:46:09,0 days 07:56:45,2022-12-07,morning,476.75
Staff 32,2022-12-08 10:27:27,2022-12-08 17:37:14,0 days 07:09:47,2022-12-08,morning,429.78333333333336
Staff 32,2022-12-09 10:44:59,2022-12-09 17:26:06,0 days 06:41:07,2022-12-09,morning,401.1166666666667
Staff 32,2022-12-12 09:51:07,2022-12-12 17:27:55,0 days 07:36:48,2022-12-12,morning,456.8
Staff 32,2022-12-13 12:02:18,2022-12-13 16:57:56,0 days 04:55:38,2022-12-13,morning,295.6333333333333
Staff 32,2022-12-14 10:07:15,2022-12-14 10:13:32,0 days 00:06:17,2022-12-14,morning,6.283333333333333
Staff 32,2022-12-15 10:28:04,2022-12-15 17:52:25,0 days 07:24:21,2022-12-15,morning,444.35
Staff 32,2022-12-16 09:50:46,2022-12-16 16:49:26,0 days 06:58:40,2022-12-16,morning,418.6666666666667
Staff 32,2022-12-19 10:40:58,2022-12-19 17:50:23,0 days 07:09:25,2022-12-19,morning,429.4166666666667
Staff 32,2022-12-20 10:33:04,2022-12-20 17:50:39,0 days 07:17:35,2022-12-20,morning,437.5833333333333
Staff 32,2022-12-21 09:31:50,2022-12-21 17:35:32,0 days 08:03:42,2022-12-21,morning,483.7
Staff 32,2022-12-22 10:00:30,2022-12-22 16:30:38,0 days 06:30:08,2022-12-22,morning,390.1333333333333
Staff 32,2022-12-23 13:11:50,2022-12-23 13:15:46,0 days 00:03:56,2022-12-23,afternoon,3.933333333333333
Staff 32,2022-12-28 10:18:32,2022-12-28 16:16:45,0 days 05:58:13,2022-12-28,morning,358.21666666666664
Staff 32,2022-12-29 10:58:19,2022-12-29 17:20:56,0 days 06:22:37,2022-12-29,morning,382.6166666666667
Staff 32,2022-12-30 11:36:11,2022-12-30 17:07:07,0 days 05:30:56,2022-12-30,morning,330.93333333333334
Staff 33,2022-12-01 14:26:52,2022-12-01 17:58:08,0 days 03:31:16,2022-12-01,afternoon,211.26666666666668
Staff 33,2022-12-02 09:51:48,2022-12-02 17:58:19,0 days 08:06:31,2022-12-02,morning,486.51666666666665
Staff 33,2022-12-03 09:00:22,2022-12-03 17:59:12,0 days 08:58:50,2022-12-03,morning,538.8333333333334
Staff 33,2022-12-04 09:00:49,2022-12-04 17:59:13,0 days 08:58:24,2022-12-04,morning,538.4
Staff 33,2022-12-05 09:00:48,2022-12-05 17:36:14,0 days 08:35:26,2022-12-05,morning,515.4333333333333
Staff 33,2022-12-06 09:37:59,2022-12-06 17:51:36,0 days 08:13:37,2022-12-06,morning,493.6166666666667
Staff 33,2022-12-07 09:57:06,2022-12-07 17:10:53,0 days 07:13:47,2022-12-07,morning,433.78333333333336
Staff 33,2022-12-08 10:26:55,2022-12-08 16:43:50,0 days 06:16:55,2022-12-08,morning,376.9166666666667
Staff 33,2022-12-09 09:00:05,2022-12-09 17:29:16,0 days 08:29:11,2022-12-09,morning,509.18333333333334
Staff 33,2022-12-12 09:46:35,2022-12-12 17:44:25,0 days 07:57:50,2022-12-12,morning,477.8333333333333
Staff 33,2022-12-13 09:45:56,2022-12-13 17:36:12,0 days 07:50:16,2022-12-13,morning,470.26666666666665
Staff 33,2022-12-14 10:09:23,2022-12-14 17:25:31,0 days 07:16:08,2022-12-14,morning,436.1333333333333
Staff 33,2022-12-15 10:21:52,2022-12-15 17:52:30,0 days 07:30:38,2022-12-15,morning,450.6333333333333
Staff 33,2022-12-16 09:52:39,2022-12-16 17:20:41,0 days 07:28:02,2022-12-16,morning,448.03333333333336
Staff 33,2022-12-22 10:50:31,2022-12-22 12:36:22,0 days 01:45:51,2022-12-22,morning,105.85
Staff 33,2022-12-29 15:09:51,2022-12-29 17:19:07,0 days 02:09:16,2022-12-29,afternoon,129.26666666666668
Staff 34,2022-12-01 12:25:55,2022-12-01 15:19:34,0 days 02:53:39,2022-12-01,morning,173.65
Staff 34,2022-12-02 10:09:51,2022-12-02 17:25:38,0 days 07:15:47,2022-12-02,morning,435.78333333333336
Staff 34,2022-12-05 17:21:38,2022-12-05 17:35:38,0 days 00:14:00,2022-12-05,afternoon,14.0
Staff 34,2022-12-06 10:13:06,2022-12-06 17:57:14,0 days 07:44:08,2022-12-06,morning,464.1333333333333
Staff 34,2022-12-07 09:00:38,2022-12-07 17:55:35,0 days 08:54:57,2022-12-07,morning,534.95
Staff 34,2022-12-08 09:42:58,2022-12-08 15:45:44,0 days 06:02:46,2022-12-08,morning,362.76666666666665
Staff 34,2022-12-09 09:54:23,2022-12-09 17:27:41,0 days 07:33:18,2022-12-09,morning,453.3
Staff 34,2022-12-12 09:51:21,2022-12-12 17:31:17,0 days 07:39:56,2022-12-12,morning,459.93333333333334
Staff 34,2022-12-13 09:12:06,2022-12-13 17:36:40,0 days 08:24:34,2022-12-13,morning,504.56666666666666
Staff 34,2022-12-14 09:38:53,2022-12-14 17:30:06,0 days 07:51:13,2022-12-14,morning,471.21666666666664
Staff 34,2022-12-15 10:21:45,2022-12-15 17:42:33,0 days 07:20:48,2022-12-15,morning,440.8
Staff 34,2022-12-16 09:49:25,2022-12-16 17:20:44,0 days 07:31:19,2022-12-16,morning,451.31666666666666
Staff 34,2022-12-19 11:19:21,2022-12-19 17:33:29,0 days 06:14:08,2022-12-19,morning,374.1333333333333
Staff 34,2022-12-20 10:02:30,2022-12-20 17:59:25,0 days 07:56:55,2022-12-20,morning,476.9166666666667
Staff 34,2022-12-21 09:12:01,2022-12-21 17:33:03,0 days 08:21:02,2022-12-21,morning,501.03333333333336
Staff 34,2022-12-22 10:12:26,2022-12-22 16:12:31,0 days 06:00:05,2022-12-22,morning,360.0833333333333
Staff 34,2022-12-23 09:35:42,2022-12-23 17:47:50,0 days 08:12:08,2022-12-23,morning,492.1333333333333
Staff 34,2022-12-24 09:33:23,2022-12-24 17:31:09,0 days 07:57:46,2022-12-24,morning,477.76666666666665
Staff 34,2022-12-25 09:07:46,2022-12-25 17:54:36,0 days 08:46:50,2022-12-25,morning,526.8333333333334
Staff 34,2022-12-28 12:02:56,2022-12-28 17:39:20,0 days 05:36:24,2022-12-28,morning,336.4
Staff 34,2022-12-29 09:01:49,2022-12-29 16:48:09,0 days 07:46:20,2022-12-29,morning,466.3333333333333
Staff 34,2022-12-30 11:36:04,2022-12-30 17:18:02,0 days 05:41:58,2022-12-30,morning,341.96666666666664
Staff 35,2022-12-01 10:00:30,2022-12-01 16:56:22,0 days 06:55:52,2022-12-01,morning,415.8666666666667
Staff 35,2022-12-02 11:01:05,2022-12-02 17:30:47,0 days 06:29:42,2022-12-02,morning,389.7
Staff 35,2022-12-05 11:10:36,2022-12-05 17:35:31,0 days 06:24:55,2022-12-05,morning,384.9166666666667
Staff 35,2022-12-06 10:20:51,2022-12-06 16:40:03,0 days 06:19:12,2022-12-06,morning,379.2
Staff 35,2022-12-07 10:04:18,2022-12-07 17:55:24,0 days 07:51:06,2022-12-07,morning,471.1
Staff 35,2022-12-08 10:26:22,2022-12-08 15:58:16,0 days 05:31:54,2022-12-08,morning,331.9
Staff 35,2022-12-09 09:53:45,2022-12-09 17:26:17,0 days 07:32:32,2022-12-09,morning,452.53333333333336
Staff 35,2022-12-12 10:05:52,2022-12-12 17:40:55,0 days 07:35:03,2022-12-12,morning,455.05
Staff 35,2022-12-13 09:20:14,2022-12-13 17:36:11,0 days 08:15:57,2022-12-13,morning,495.95
Staff 35,2022-12-14 10:08:57,2022-12-14 17:48:54,0 days 07:39:57,2022-12-14,morning,459.95
Staff 35,2022-12-15 09:07:34,2022-12-15 17:21:23,0 days 08:13:49,2022-12-15,morning,493.81666666666666
Staff 35,2022-12-16 11:57:16,2022-12-16 16:00:33,0 days 04:03:17,2022-12-16,morning,243.28333333333333
Staff 35,2022-12-18 09:53:07,2022-12-18 10:09:09,0 days 00:16:02,2022-12-18,morning,16.033333333333335
Staff 35,2022-12-19 10:30:10,2022-12-19 17:20:02,0 days 06:49:52,2022-12-19,morning,409.8666666666667
Staff 35,2022-12-20 14:17:01,2022-12-20 17:59:25,0 days 03:42:24,2022-12-20,afternoon,222.4
Staff 35,2022-12-21 09:02:15,2022-12-21 15:34:39,0 days 06:32:24,2022-12-21,morning,392.4
Staff 35,2022-12-22 10:16:07,2022-12-22 16:11:54,0 days 05:55:47,2022-12-22,morning,355.78333333333336
Staff 35,2022-12-23 11:38:48,2022-12-23 17:54:57,0 days 06:16:09,2022-12-23,morning,376.15
Staff 35,2022-12-24 10:27:31,2022-12-24 17:40:17,0 days 07:12:46,2022-12-24,morning,432.76666666666665
Staff 35,2022-12-25 14:42:59,2022-12-25 17:36:13,0 days 02:53:14,2022-12-25,afternoon,173.23333333333332
Staff 35,2022-12-28 10:18:26,2022-12-28 13:42:30,0 days 03:24:04,2022-12-28,morning,204.06666666666666
Staff 35,2022-12-29 09:04:24,2022-12-29 16:52:35,0 days 07:48:11,2022-12-29,morning,468.18333333333334
Staff 35,2022-12-30 11:15:32,2022-12-30 16:50:56,0 days 05:35:24,2022-12-30,morning,335.4
Staff 35,2022-12-31 10:07:32,2022-12-31 17:51:20,0 days 07:43:48,2022-12-31,morning,463.8
Staff 5,2022-12-01 09:21:27,2022-12-01 17:27:48,0 days 08:06:21,2022-12-01,morning,486.35
Staff 5,2022-12-02 09:07:52,2022-12-02 17:59:51,0 days 08:51:59,2022-12-02,morning,531.9833333333333
Staff 5,2022-12-03 11:16:03,2022-12-03 12:51:25,0 days 01:35:22,2022-12-03,morning,95.36666666666666
Staff 5,2022-12-05 09:48:22,2022-12-05 17:35:33,0 days 07:47:11,2022-12-05,morning,467.18333333333334
Staff 5,2022-12-06 10:02:07,2022-12-06 17:55:19,0 days 07:53:12,2022-12-06,morning,473.2
Staff 5,2022-12-07 09:49:09,2022-12-07 17:45:06,0 days 07:55:57,2022-12-07,morning,475.95
Staff 5,2022-12-08 09:43:31,2022-12-08 17:55:10,0 days 08:11:39,2022-12-08,morning,491.65
Staff 5,2022-12-09 09:21:02,2022-12-09 17:38:29,0 days 08:17:27,2022-12-09,morning,497.45
Staff 5,2022-12-12 09:42:03,2022-12-12 17:45:15,0 days 08:03:12,2022-12-12,morning,483.2
Staff 5,2022-12-13 09:12:21,2022-12-13 17:47:51,0 days 08:35:30,2022-12-13,morning,515.5
Staff 5,2022-12-14 09:53:15,2022-12-14 17:44:03,0 days 07:50:48,2022-12-14,morning,470.8
Staff 5,2022-12-15 09:17:51,2022-12-15 17:43:58,0 days 08:26:07,2022-12-15,morning,506.1166666666667
Staff 5,2022-12-16 10:06:15,2022-12-16 16:41:05,0 days 06:34:50,2022-12-16,morning,394.8333333333333
Staff 5,2022-12-19 10:38:02,2022-12-19 17:54:25,0 days 07:16:23,2022-12-19,morning,436.3833333333333
Staff 5,2022-12-20 10:01:04,2022-12-20 17:51:20,0 days 07:50:16,2022-12-20,morning,470.26666666666665
Staff 5,2022-12-21 09:33:47,2022-12-21 17:50:15,0 days 08:16:28,2022-12-21,morning,496.46666666666664
Staff 5,2022-12-22 09:06:26,2022-12-22 17:54:17,0 days 08:47:51,2022-12-22,morning,527.85
Staff 5,2022-12-23 11:41:14,2022-12-23 17:52:11,0 days 06:10:57,2022-12-23,morning,370.95
Staff 5,2022-12-28 11:34:54,2022-12-28 16:14:38,0 days 04:39:44,2022-12-28,morning,279.73333333333335
Staff 5,2022-12-29 09:24:37,2022-12-29 17:59:10,0 days 08:34:33,2022-12-29,morning,514.55
Staff 5,2022-12-30 09:35:55,2022-12-30 17:10:12,0 days 07:34:17,2022-12-30,morning,454.28333333333336
Staff 5,2022-12-31 09:00:05,2022-12-31 10:52:02,0 days 01:51:57,2022-12-31,morning,111.95
Staff 6,2022-12-01 14:02:38,2022-12-01 17:15:25,0 days 03:12:47,2022-12-01,afternoon,192.78333333333333
Staff 6,2022-12-02 11:02:28,2022-12-02 15:11:02,0 days 04:08:34,2022-12-02,morning,248.56666666666666
Staff 6,2022-12-05 11:41:59,2022-12-05 15:42:41,0 days 04:00:42,2022-12-05,morning,240.7
Staff 6,2022-12-06 10:13:16,2022-12-06 16:51:11,0 days 06:37:55,2022-12-06,morning,397.9166666666667
Staff 6,2022-12-07 09:58:39,2022-12-07 17:43:58,0 days 07:45:19,2022-12-07,morning,465.31666666666666
Staff 6,2022-12-08 10:26:20,2022-12-08 17:55:50,0 days 07:29:30,2022-12-08,morning,449.5
Staff 6,2022-12-09 09:46:44,2022-12-09 17:20:26,0 days 07:33:42,2022-12-09,morning,453.7
Staff 6,2022-12-12 09:51:24,2022-12-12 17:47:51,0 days 07:56:27,2022-12-12,morning,476.45
Staff 6,2022-12-13 09:09:48,2022-12-13 17:52:37,0 days 08:42:49,2022-12-13,morning,522.8166666666667
Staff 6,2022-12-14 10:07:12,2022-12-14 17:20:58,0 days 07:13:46,2022-12-14,morning,433.76666666666665
Staff 6,2022-12-15 10:23:40,2022-12-15 17:57:00,0 days 07:33:20,2022-12-15,morning,453.3333333333333
Staff 6,2022-12-16 09:00:09,2022-12-16 17:32:09,0 days 08:32:00,2022-12-16,morning,512.0
Staff 6,2022-12-19 12:07:25,2022-12-19 17:52:22,0 days 05:44:57,2022-12-19,morning,344.95
Staff 6,2022-12-20 10:37:00,2022-12-20 17:58:52,0 days 07:21:52,2022-12-20,morning,441.8666666666667
Staff 6,2022-12-21 09:14:30,2022-12-21 17:13:08,0 days 07:58:38,2022-12-21,morning,478.6333333333333
Staff 6,2022-12-22 10:11:11,2022-12-22 17:48:07,0 days 07:36:56,2022-12-22,morning,456.93333333333334
Staff 6,2022-12-23 12:49:11,2022-12-23 17:48:21,0 days 04:59:10,2022-12-23,morning,299.1666666666667
Staff 6,2022-12-24 09:01:17,2022-12-24 17:57:18,0 days 08:56:01,2022-12-24,morning,536.0166666666667
Staff 6,2022-12-25 09:05:31,2022-12-25 17:58:30,0 days 08:52:59,2022-12-25,morning,532.9833333333333
Staff 6,2022-12-26 09:27:22,2022-12-26 17:53:09,0 days 08:25:47,2022-12-26,morning,505.78333333333336
Staff 6,2022-12-27 12:19:53,2022-12-27 17:58:20,0 days 05:38:27,2022-12-27,morning,338.45
Staff 6,2022-12-28 09:11:48,2022-12-28 16:50:32,0 days 07:38:44,2022-12-28,morning,458.73333333333335
Staff 6,2022-12-29 10:45:11,2022-12-29 17:19:32,0 days 06:34:21,2022-12-29,morning,394.35
Staff 6,2022-12-30 09:37:26,2022-12-30 17:18:01,0 days 07:40:35,2022-12-30,morning,460.5833333333333
Staff 6,2022-12-31 12:58:38,2022-12-31 13:00:32,0 days 00:01:54,2022-12-31,morning,1.9
Staff 7,2022-12-02 10:36:14,2022-12-02 17:17:11,0 days 06:40:57,2022-12-02,morning,400.95
Staff 7,2022-12-05 16:58:45,2022-12-05 17:16:15,0 days 00:17:30,2022-12-05,afternoon,17.5
Staff 7,2022-12-06 10:20:55,2022-12-06 10:35:26,0 days 00:14:31,2022-12-06,morning,14.516666666666667
Staff 8,2022-12-01 09:01:06,2022-12-01 17:37:48,0 days 08:36:42,2022-12-01,morning,516.7
Staff 8,2022-12-02 09:02:05,2022-12-02 14:47:02,0 days 05:44:57,2022-12-02,morning,344.95
Staff 8,2022-12-05 10:14:10,2022-12-05 17:03:06,0 days 06:48:56,2022-12-05,morning,408.93333333333334
Staff 8,2022-12-06 10:20:41,2022-12-06 12:13:29,0 days 01:52:48,2022-12-06,morning,112.8
Staff 8,2022-12-07 10:11:40,2022-12-07 17:55:16,0 days 07:43:36,2022-12-07,morning,463.6
Staff 8,2022-12-08 10:38:53,2022-12-08 17:58:31,0 days 07:19:38,2022-12-08,morning,439.6333333333333
Staff 8,2022-12-09 09:37:20,2022-12-09 17:55:31,0 days 08:18:11,2022-12-09,morning,498.18333333333334
Staff 8,2022-12-10 09:23:47,2022-12-10 14:56:50,0 days 05:33:03,2022-12-10,morning,333.05
Staff 8,2022-12-12 10:07:27,2022-12-12 17:27:37,0 days 07:20:10,2022-12-12,morning,440.1666666666667
Staff 8,2022-12-13 10:22:34,2022-12-13 17:59:19,0 days 07:36:45,2022-12-13,morning,456.75
Staff 8,2022-12-14 09:02:20,2022-12-14 17:49:57,0 days 08:47:37,2022-12-14,morning,527.6166666666667
Staff 8,2022-12-15 09:42:10,2022-12-15 17:40:14,0 days 07:58:04,2022-12-15,morning,478.06666666666666
Staff 8,2022-12-16 09:50:49,2022-12-16 17:51:25,0 days 08:00:36,2022-12-16,morning,480.6
Staff 8,2022-12-17 09:14:54,2022-12-17 17:59:34,0 days 08:44:40,2022-12-17,morning,524.6666666666666
Staff 8,2022-12-18 09:02:14,2022-12-18 17:39:43,0 days 08:37:29,2022-12-18,morning,517.4833333333333
Staff 8,2022-12-19 10:09:33,2022-12-19 17:34:16,0 days 07:24:43,2022-12-19,morning,444.71666666666664
Staff 8,2022-12-20 09:07:21,2022-12-20 17:26:02,0 days 08:18:41,2022-12-20,morning,498.68333333333334
Staff 8,2022-12-21 10:12:04,2022-12-21 17:53:51,0 days 07:41:47,2022-12-21,morning,461.78333333333336
Staff 8,2022-12-22 09:18:43,2022-12-22 16:30:36,0 days 07:11:53,2022-12-22,morning,431.8833333333333
Staff 8,2022-12-23 10:21:46,2022-12-23 16:57:14,0 days 06:35:28,2022-12-23,morning,395.46666666666664
Staff 8,2022-12-28 10:08:16,2022-12-28 17:04:29,0 days 06:56:13,2022-12-28,morning,416.21666666666664
Staff 8,2022-12-29 10:45:54,2022-12-29 16:11:16,0 days 05:25:22,2022-12-29,morning,325.3666666666667
Staff 8,2022-12-30 12:19:56,2022-12-30 16:36:00,0 days 04:16:04,2022-12-30,morning,256.06666666666666
Staff 9,2022-12-01 09:17:26,2022-12-01 17:28:43,0 days 08:11:17,2022-12-01,morning,491.28333333333336
Staff 9,2022-12-02 10:09:04,2022-12-02 17:30:18,0 days 07:21:14,2022-12-02,morning,441.23333333333335
Staff 9,2022-12-05 09:51:46,2022-12-05 17:59:55,0 days 08:08:09,2022-12-05,morning,488.15
Staff 9,2022-12-06 09:00:24,2022-12-06 17:02:05,0 days 08:01:41,2022-12-06,morning,481.68333333333334
Staff 9,2022-12-07 09:59:22,2022-12-07 17:59:54,0 days 08:00:32,2022-12-07,morning,480.53333333333336
Staff 9,2022-12-08 09:31:11,2022-12-08 17:52:52,0 days 08:21:41,2022-12-08,morning,501.68333333333334
Staff 9,2022-12-09 09:00:03,2022-12-09 17:59:35,0 days 08:59:32,2022-12-09,morning,539.5333333333333
Staff 9,2022-12-10 10:32:15,2022-12-10 17:57:18,0 days 07:25:03,2022-12-10,morning,445.05
Staff 9,2022-12-11 09:14:48,2022-12-11 17:25:18,0 days 08:10:30,2022-12-11,morning,490.5
Staff 9,2022-12-12 09:01:15,2022-12-12 17:59:51,0 days 08:58:36,2022-12-12,morning,538.6
Staff 9,2022-12-13 09:08:19,2022-12-13 17:54:30,0 days 08:46:11,2022-12-13,morning,526.1833333333333
Staff 9,2022-12-14 09:34:47,2022-12-14 17:57:53,0 days 08:23:06,2022-12-14,morning,503.1
Staff 9,2022-12-15 10:32:41,2022-12-15 17:39:48,0 days 07:07:07,2022-12-15,morning,427.1166666666667
Staff 9,2022-12-16 10:06:56,2022-12-16 10:29:17,0 days 00:22:21,2022-12-16,morning,22.35
Staff 9,2022-12-19 10:39:20,2022-12-19 17:12:45,0 days 06:33:25,2022-12-19,morning,393.4166666666667
Staff 9,2022-12-20 09:22:05,2022-12-20 17:12:39,0 days 07:50:34,2022-12-20,morning,470.56666666666666
Staff 9,2022-12-21 09:39:40,2022-12-21 15:46:14,0 days 06:06:34,2022-12-21,morning,366.56666666666666
Staff 9,2022-12-22 10:17:55,2022-12-22 17:48:06,0 days 07:30:11,2022-12-22,morning,450.18333333333334
Staff 9,2022-12-23 09:36:16,2022-12-23 17:48:02,0 days 08:11:46,2022-12-23,morning,491.76666666666665
Staff 9,2022-12-24 13:23:55,2022-12-24 17:31:48,0 days 04:07:53,2022-12-24,afternoon,247.88333333333333
Staff 9,2022-12-25 09:02:56,2022-12-25 17:45:15,0 days 08:42:19,2022-12-25,morning,522.3166666666667
Staff 9,2022-12-27 16:51:50,2022-12-27 16:53:41,0 days 00:01:51,2022-12-27,afternoon,1.85
Staff 9,2022-12-28 10:18:28,2022-12-28 17:38:51,0 days 07:20:23,2022-12-28,morning,440.3833333333333
Staff 9,2022-12-29 09:01:49,2022-12-29 16:48:09,0 days 07:46:20,2022-12-29,morning,466.3333333333333
Staff 9,2022-12-30 10:12:11,2022-12-30 17:18:24,0 days 07:06:13,2022-12-30,morning,426.21666666666664
