Technician,Location,from,to
Staff 31,"18.464,6.593","9/14/2022, 10:38:46 AM","9/14/2022, 10:38:47 AM"
Staff 31,"12.801,8.381","9/14/2022, 10:38:47 AM","9/14/2022, 10:38:51 AM"
Staff 31,"11.697,8.794","9/14/2022, 10:38:51 AM","9/14/2022, 10:38:58 AM"
Staff 31,"11.179,7.601","9/14/2022, 10:38:58 AM","9/14/2022, 10:39:01 AM"
Staff 31,"9.465,7.651","9/14/2022, 10:39:01 AM","9/14/2022, 10:39:06 AM"
Staff 31,"1.859,9.399","9/14/2022, 10:39:06 AM","9/14/2022, 10:39:10 AM"
Staff 31,"3.2,9.575","9/14/2022, 10:39:10 AM","9/14/2022, 10:39:11 AM"
Staff 31,"4.578,9.458","9/14/2022, 10:39:11 AM","9/14/2022, 10:39:12 AM"
Staff 31,"6.18,8.708","9/14/2022, 10:39:12 AM","9/14/2022, 10:39:14 AM"
Staff 31,"7.314,8.119","9/14/2022, 10:39:14 AM","9/14/2022, 10:39:16 AM"
Staff 31,"9.529,8.343","9/14/2022, 10:39:16 AM","9/14/2022, 10:39:18 AM"
Staff 31,"11.034,8.853","9/14/2022, 10:39:18 AM","9/14/2022, 10:40:21 AM"
Staff 31,"10.223,7.916","9/14/2022, 10:40:21 AM","9/14/2022, 10:40:23 AM"
Staff 31,"9.133,7.37","9/14/2022, 10:40:23 AM","9/14/2022, 10:40:28 AM"
Staff 31,"10.53,8.162","9/14/2022, 10:40:28 AM","9/14/2022, 10:40:33 AM"
Staff 31,"11.461,8.647","9/14/2022, 10:40:33 AM","9/14/2022, 10:44:02 AM"
Staff 31,"11.307,7.651","9/14/2022, 10:44:02 AM","9/14/2022, 10:45:12 AM"
Staff 31,"11.55,9.19","9/14/2022, 10:45:12 AM","9/14/2022, 10:45:35 AM"
Staff 31,"11.774,7.92","9/14/2022, 10:45:35 AM","9/14/2022, 10:46:52 AM"
Staff 31,"11.026,8.801","9/14/2022, 10:46:52 AM","9/14/2022, 10:47:00 AM"
Staff 31,"10.929,7.794","9/14/2022, 10:47:00 AM","9/14/2022, 10:47:09 AM"
Staff 31,"10.599,8.751","9/14/2022, 10:47:09 AM","9/14/2022, 10:47:11 AM"
Staff 31,"11.196,7.703","9/14/2022, 10:47:11 AM","9/14/2022, 10:47:20 AM"
Staff 31,"12.149,8.107","9/14/2022, 10:47:20 AM","9/14/2022, 10:47:57 AM"
Staff 31,"13.067,7.671","9/14/2022, 10:47:57 AM","9/14/2022, 10:48:07 AM"
Staff 31,"11.821,8.166","9/14/2022, 10:48:07 AM","9/14/2022, 10:48:10 AM"
Staff 31,"10.859,8.525","9/14/2022, 10:48:10 AM","9/14/2022, 10:49:17 AM"
Staff 31,"11.984,8.563","9/14/2022, 10:49:17 AM","9/14/2022, 10:49:20 AM"
Staff 31,"13.008,8.121","9/14/2022, 10:49:20 AM","9/14/2022, 10:49:33 AM"
Staff 31,"11.995,8.582","9/14/2022, 10:49:33 AM","9/14/2022, 10:49:36 AM"
Staff 31,"10.841,8.333","9/14/2022, 10:49:36 AM","9/14/2022, 10:49:41 AM"
Staff 31,"11.559,9.064","9/14/2022, 10:49:41 AM","9/14/2022, 10:50:36 AM"
Staff 31,"12.611,8.451","9/14/2022, 10:50:36 AM","9/14/2022, 10:50:37 AM"
Staff 31,"13.926,8.048","9/14/2022, 10:50:37 AM","9/14/2022, 10:50:38 AM"
Staff 31,"14.924,7.682","9/14/2022, 10:50:38 AM","9/14/2022, 10:50:40 AM"
Staff 31,"16.142,6.626","9/14/2022, 10:50:40 AM","9/14/2022, 10:50:41 AM"
Staff 31,"16.834,5.75","9/14/2022, 10:50:41 AM","9/14/2022, 10:50:46 AM"
Staff 31,"17.169,4.602","9/14/2022, 10:50:46 AM","9/14/2022, 10:50:50 AM"
Staff 31,"18.92,4.017","9/14/2022, 10:50:50 AM","9/14/2022, 10:50:54 AM"
Staff 31,"19.621,4.727","9/14/2022, 10:50:54 AM","9/14/2022, 10:50:59 AM"
Staff 31,"18.062,4.838","9/14/2022, 10:50:59 AM","9/14/2022, 10:51:00 AM"
Staff 31,"16.766,5.442","9/14/2022, 10:51:00 AM","9/14/2022, 10:51:02 AM"
Staff 31,"15.673,6.284","9/14/2022, 10:51:02 AM","9/14/2022, 10:51:03 AM"
Staff 31,"14.401,6.958","9/14/2022, 10:51:03 AM","9/14/2022, 10:51:04 AM"
Staff 31,"12.97,7.586","9/14/2022, 10:51:04 AM","9/14/2022, 10:51:06 AM"
Staff 31,"11.645,8.206","9/14/2022, 10:51:06 AM","9/14/2022, 10:51:34 AM"
Staff 31,"10.601,7.761","9/14/2022, 10:51:34 AM","9/14/2022, 10:51:36 AM"
Staff 31,"9.604,7.648","9/14/2022, 10:51:36 AM","9/14/2022, 10:51:37 AM"
Staff 31,"8.605,7.887","9/14/2022, 10:51:37 AM","9/14/2022, 10:51:38 AM"
Staff 31,"7.182,8.173","9/14/2022, 10:51:38 AM","9/14/2022, 10:51:40 AM"
Staff 31,"5.532,8.08","9/14/2022, 10:51:40 AM","9/14/2022, 10:51:42 AM"
Staff 31,"4.485,7.654","9/14/2022, 10:51:42 AM","9/14/2022, 10:51:44 AM"
Staff 31,"2.557,9.681","9/14/2022, 10:51:44 AM","9/14/2022, 10:51:46 AM"
Staff 31,"3.6,9.786","9/14/2022, 10:51:46 AM","9/14/2022, 10:51:48 AM"
Staff 31,"4.951,9.294","9/14/2022, 10:51:48 AM","9/14/2022, 10:51:50 AM"
Staff 31,"6.7,8.691","9/14/2022, 10:51:50 AM","9/14/2022, 10:51:51 AM"
Staff 31,"7.992,8.46","9/14/2022, 10:51:51 AM","9/14/2022, 10:51:54 AM"
Staff 31,"11.002,8.68","9/14/2022, 10:51:54 AM","9/14/2022, 10:52:58 AM"
Staff 31,"9.348,7.487","9/14/2022, 10:52:58 AM","9/14/2022, 10:53:01 AM"
Staff 31,"8.358,7.198","9/14/2022, 10:53:01 AM","9/14/2022, 10:53:04 AM"
Staff 31,"7.036,8.681","9/14/2022, 10:53:04 AM","9/14/2022, 10:53:06 AM"
Staff 31,"6.536,9.58","9/14/2022, 10:53:06 AM","9/14/2022, 10:53:13 AM"
Staff 31,"8.214,15.557","9/14/2022, 10:53:13 AM","9/14/2022, 10:53:19 AM"
Staff 31,"7.085,14.925","9/14/2022, 10:53:19 AM","9/14/2022, 10:53:22 AM"
Staff 31,"6.622,13.437","9/14/2022, 10:53:22 AM","9/14/2022, 10:53:26 AM"
Staff 31,"6.725,12.123","9/14/2022, 10:53:26 AM","9/14/2022, 10:53:30 AM"
Staff 31,"6.991,10.986","9/14/2022, 10:53:30 AM","9/14/2022, 10:53:31 AM"
Staff 31,"7.401,9.493","9/14/2022, 10:53:31 AM","9/14/2022, 10:53:32 AM"
Staff 31,"7.762,8.11","9/14/2022, 10:53:32 AM","9/14/2022, 10:53:33 AM"
Staff 31,"8.793,7.631","9/14/2022, 10:53:33 AM","9/14/2022, 10:53:35 AM"
Staff 31,"9.965,7.732","9/14/2022, 10:53:35 AM","9/14/2022, 10:53:36 AM"
Staff 31,"10.767,8.336","9/14/2022, 10:53:36 AM","9/14/2022, 10:54:14 AM"
Staff 31,"11.656,8.876","9/14/2022, 10:54:14 AM","9/14/2022, 10:55:52 AM"
Staff 31,"11.112,7.661","9/14/2022, 10:55:52 AM","9/14/2022, 10:57:18 AM"
Staff 31,"11.505,8.857","9/14/2022, 10:57:18 AM","9/14/2022, 10:57:58 AM"
Staff 31,"11.909,7.775","9/14/2022, 10:57:58 AM","9/14/2022, 10:59:27 AM"
Staff 31,"11.825,8.832","9/14/2022, 10:59:27 AM","9/14/2022, 10:59:59 AM"
Staff 31,"11.807,7.785","9/14/2022, 10:59:59 AM","9/14/2022, 11:00:24 AM"
Staff 31,"11.308,8.723","9/14/2022, 11:00:24 AM","9/14/2022, 11:00:35 AM"
Staff 31,"10.972,7.33","9/14/2022, 11:00:35 AM","9/14/2022, 11:00:38 AM"
Staff 31,"10.527,8.797","9/14/2022, 11:00:38 AM","9/14/2022, 11:00:43 AM"
Staff 31,"11.22,7.505","9/14/2022, 11:00:43 AM","9/14/2022, 11:00:50 AM"
Staff 31,"12.29,7.818","9/14/2022, 11:00:50 AM","9/14/2022, 11:01:08 AM"
Staff 31,"11.679,8.624","9/14/2022, 11:01:08 AM","9/14/2022, 11:05:25 AM"
Staff 31,"12.096,7.634","9/14/2022, 11:05:25 AM","9/14/2022, 11:05:56 AM"
Staff 31,"10.916,8.007","9/14/2022, 11:05:56 AM","9/14/2022, 11:07:20 AM"
Staff 31,"11.841,8.572","9/14/2022, 11:07:20 AM","9/14/2022, 11:07:24 AM"
Staff 31,"13.038,8.674","9/14/2022, 11:07:24 AM","9/14/2022, 11:07:39 AM"
Staff 31,"14.145,8.238","9/14/2022, 11:07:39 AM","9/14/2022, 11:07:42 AM"
Staff 31,"15.866,7.432","9/14/2022, 11:07:42 AM","9/14/2022, 11:07:45 AM"
Staff 31,"15.851,5.571","9/14/2022, 11:07:45 AM","9/14/2022, 11:07:49 AM"
Staff 31,"16.265,4.651","9/14/2022, 11:07:49 AM","9/14/2022, 11:07:53 AM"
Staff 31,"17.597,3.875","9/14/2022, 11:07:53 AM","9/14/2022, 11:07:56 AM"
Staff 31,"19.194,3.753","9/14/2022, 11:07:56 AM","9/14/2022, 11:07:58 AM"
Staff 31,"20.845,3.611","9/14/2022, 11:07:58 AM","9/14/2022, 11:08:00 AM"
Staff 31,"22.479,4.389","9/14/2022, 11:08:00 AM","9/14/2022, 11:08:01 AM"
Staff 31,"23.566,5.428","9/14/2022, 11:08:01 AM","9/14/2022, 11:08:05 AM"
Staff 31,"22.927,4.373","9/14/2022, 11:08:05 AM","9/14/2022, 11:08:06 AM"
Staff 31,"21.962,3.855","9/14/2022, 11:08:06 AM","9/14/2022, 11:08:09 AM"
Staff 31,"21.428,2.981","9/14/2022, 11:08:09 AM","9/14/2022, 11:08:13 AM"
Staff 31,"20.096,2.358","9/14/2022, 11:08:13 AM","9/14/2022, 11:08:16 AM"
Staff 31,"19.239,1.545","9/14/2022, 11:08:16 AM","9/14/2022, 11:08:20 AM"
Staff 31,"15.703,1.909","9/14/2022, 11:08:20 AM","9/14/2022, 11:08:25 AM"
Staff 31,"14.761,2.625","9/14/2022, 11:08:25 AM","9/14/2022, 11:08:42 AM"
Staff 31,"16.218,2.135","9/14/2022, 11:08:42 AM","9/14/2022, 11:08:47 AM"
Staff 31,"15.111,2.593","9/14/2022, 11:08:47 AM","9/14/2022, 11:09:22 AM"
Staff 31,"16.121,2.926","9/14/2022, 11:09:22 AM","9/14/2022, 11:09:24 AM"
Staff 31,"14.915,3.55","9/14/2022, 11:09:24 AM","9/14/2022, 11:09:31 AM"
Staff 31,"13.438,3.23","9/14/2022, 11:09:31 AM","9/14/2022, 11:09:33 AM"
Staff 31,"12.392,3.199","9/14/2022, 11:09:33 AM","9/14/2022, 11:09:34 AM"
Staff 31,"10.773,3.1","9/14/2022, 11:09:34 AM","9/14/2022, 11:09:37 AM"
Staff 31,"9.525,2.559","9/14/2022, 11:09:37 AM","9/14/2022, 11:09:39 AM"
Staff 31,"6.103,4.812","9/14/2022, 11:09:39 AM","9/14/2022, 11:10:42 AM"
Staff 31,"7.179,5.28","9/14/2022, 11:10:42 AM","9/14/2022, 11:10:44 AM"
Staff 31,"8.14,6.162","9/14/2022, 11:10:44 AM","9/14/2022, 11:10:45 AM"
Staff 31,"8.896,7.452","9/14/2022, 11:10:45 AM","9/14/2022, 11:10:46 AM"
Staff 31,"10.035,8.496","9/14/2022, 11:10:46 AM","9/14/2022, 11:10:48 AM"
Staff 31,"11.098,8.591","9/14/2022, 11:10:48 AM","9/14/2022, 11:11:02 AM"
Staff 31,"12.079,8.901","9/14/2022, 11:11:02 AM","9/14/2022, 11:11:27 AM"
Staff 31,"11.093,8.727","9/14/2022, 11:11:27 AM","9/14/2022, 11:14:01 AM"
Staff 31,"11.877,9.507","9/14/2022, 11:14:01 AM","9/14/2022, 11:14:26 AM"
Staff 31,"11.164,8.793","9/14/2022, 11:14:26 AM","9/14/2022, 11:15:15 AM"
Staff 31,"12.252,8.983","9/14/2022, 11:15:15 AM","9/14/2022, 11:15:34 AM"
Staff 31,"11.177,8.941","9/14/2022, 11:15:34 AM","9/14/2022, 11:16:55 AM"
Staff 31,"10.287,7.813","9/14/2022, 11:16:55 AM","9/14/2022, 11:16:56 AM"
Staff 31,"8.655,7.498","9/14/2022, 11:16:56 AM","9/14/2022, 11:16:57 AM"
Staff 31,"7.674,7.172","9/14/2022, 11:16:57 AM","9/14/2022, 11:18:11 AM"
Staff 31,"6.895,7.854","9/14/2022, 11:18:11 AM","9/14/2022, 11:18:12 AM"
Staff 31,"6.152,8.901","9/14/2022, 11:18:12 AM","9/14/2022, 11:18:14 AM"
Staff 31,"5.061,9.964","9/14/2022, 11:18:14 AM","9/14/2022, 11:18:16 AM"
Staff 31,"3.282,10.973","9/14/2022, 11:18:16 AM","9/14/2022, 11:18:20 AM"
Staff 31,"2.457,10.278","9/14/2022, 11:18:20 AM","9/14/2022, 11:18:26 AM"
Staff 31,"4.062,9.682","9/14/2022, 11:18:26 AM","9/14/2022, 11:18:28 AM"
Staff 31,"5.888,8.736","9/14/2022, 11:18:28 AM","9/14/2022, 11:18:31 AM"
Staff 31,"7.353,8.423","9/14/2022, 11:18:31 AM","9/14/2022, 11:18:32 AM"
Staff 31,"11.382,9.092","9/14/2022, 11:18:32 AM","9/14/2022, 11:18:36 AM"
Staff 31,"11.536,7.617","9/14/2022, 11:18:36 AM","9/14/2022, 11:18:40 AM"
Staff 31,"12.695,8.393","9/14/2022, 11:18:40 AM","9/14/2022, 11:18:45 AM"
Staff 31,"12.037,7.608","9/14/2022, 11:18:45 AM","9/14/2022, 11:18:49 AM"
Staff 31,"11.328,8.617","9/14/2022, 11:18:49 AM","9/14/2022, 11:19:56 AM"
Staff 31,"9.945,7.793","9/14/2022, 11:19:56 AM","9/14/2022, 11:19:57 AM"
Staff 31,"8.939,7.45","9/14/2022, 11:19:57 AM","9/14/2022, 11:20:02 AM"
Staff 31,"7.721,7.492","9/14/2022, 11:20:02 AM","9/14/2022, 11:20:03 AM"
Staff 31,"7.15,8.592","9/14/2022, 11:20:03 AM","9/14/2022, 11:20:06 AM"
Staff 31,"6.648,10.602","9/14/2022, 11:20:06 AM","9/14/2022, 11:20:07 AM"
Staff 31,"6.563,11.994","9/14/2022, 11:20:07 AM","9/14/2022, 11:20:11 AM"
Staff 31,"7.271,9.813","9/14/2022, 11:20:11 AM","9/14/2022, 11:20:12 AM"
Staff 31,"7.901,7.971","9/14/2022, 11:20:12 AM","9/14/2022, 11:20:14 AM"
Staff 31,"9.068,7.696","9/14/2022, 11:20:14 AM","9/14/2022, 11:20:16 AM"
Staff 31,"10.452,8.315","9/14/2022, 11:20:16 AM","9/14/2022, 11:20:20 AM"
Staff 31,"11.458,8.415","9/14/2022, 11:20:20 AM","9/14/2022, 11:23:28 AM"
Staff 31,"11.691,7.423","9/14/2022, 11:23:28 AM","9/14/2022, 11:24:17 AM"
Staff 31,"11.663,9.016","9/14/2022, 11:24:17 AM","9/14/2022, 11:24:49 AM"
Staff 31,"10.661,8.778","9/14/2022, 11:24:49 AM","9/14/2022, 11:24:52 AM"
Staff 31,"10.969,7.519","9/14/2022, 11:24:52 AM","9/14/2022, 11:24:55 AM"
Staff 31,"10.596,8.644","9/14/2022, 11:24:55 AM","9/14/2022, 11:25:00 AM"
Staff 31,"11.036,7.663","9/14/2022, 11:25:00 AM","9/14/2022, 11:25:09 AM"
Staff 31,"12.455,7.576","9/14/2022, 11:25:09 AM","9/14/2022, 11:25:39 AM"
Staff 31,"11.313,7.745","9/14/2022, 11:25:39 AM","9/14/2022, 11:25:40 AM"
Staff 31,"10.572,8.507","9/14/2022, 11:25:40 AM","9/14/2022, 11:25:47 AM"
Staff 31,"11.569,9.16","9/14/2022, 11:25:47 AM","9/14/2022, 11:26:23 AM"
Staff 31,"12.455,8.46","9/14/2022, 11:26:23 AM","9/14/2022, 11:26:41 AM"
Staff 31,"12.755,7.489","9/14/2022, 11:26:41 AM","9/14/2022, 11:26:47 AM"
Staff 31,"11.996,8.327","9/14/2022, 11:26:47 AM","9/14/2022, 11:26:51 AM"
Staff 31,"10.705,7.881","9/14/2022, 11:26:51 AM","9/14/2022, 11:26:56 AM"
Staff 31,"11.447,8.952","9/14/2022, 11:26:56 AM","9/14/2022, 11:27:35 AM"
Staff 31,"13.197,8.489","9/14/2022, 11:27:35 AM","9/14/2022, 11:27:38 AM"
Staff 31,"14.183,7.766","9/14/2022, 11:27:38 AM","9/14/2022, 11:27:40 AM"
Staff 31,"17.638,4.971","9/14/2022, 11:27:40 AM","9/14/2022, 11:27:42 AM"
Staff 31,"18.065,4.036","9/14/2022, 11:27:42 AM","9/14/2022, 11:27:43 AM"
Staff 31,"19.502,3.741","9/14/2022, 11:27:43 AM","9/14/2022, 11:27:44 AM"
Staff 31,"21.28,3.951","9/14/2022, 11:27:44 AM","9/14/2022, 11:27:45 AM"
Staff 31,"22.757,4.402","9/14/2022, 11:27:45 AM","9/14/2022, 11:27:49 AM"
Staff 31,"23.811,3.798","9/14/2022, 11:27:49 AM","9/14/2022, 11:27:54 AM"
Staff 31,"24.976,2.946","9/14/2022, 11:27:54 AM","9/14/2022, 11:27:58 AM"
Staff 31,"25.709,2.079","9/14/2022, 11:27:58 AM","9/14/2022, 11:28:06 AM"
Staff 31,"26.789,1.835","9/14/2022, 11:28:06 AM","9/14/2022, 11:28:32 AM"
Staff 31,"26.663,4.063","9/14/2022, 11:28:32 AM","9/14/2022, 11:28:40 AM"
Staff 31,"27.706,3.369","9/14/2022, 11:28:40 AM","9/14/2022, 11:28:45 AM"
Staff 31,"26.663,4.063","9/14/2022, 11:28:45 AM","9/14/2022, 11:28:48 AM"
Staff 31,"26.237,2.87","9/14/2022, 11:28:48 AM","9/14/2022, 11:29:03 AM"
Staff 31,"26.789,1.954","9/14/2022, 11:29:03 AM","9/14/2022, 11:29:43 AM"
Staff 31,"23.675,3","9/14/2022, 11:29:43 AM","9/14/2022, 11:29:46 AM"
Staff 31,"22.76,2.14","9/14/2022, 11:29:46 AM","9/14/2022, 11:29:49 AM"
Staff 31,"21.8,1.829","9/14/2022, 11:29:49 AM","9/14/2022, 11:29:52 AM"
Staff 31,"16.957,1.513","9/14/2022, 11:29:52 AM","9/14/2022, 11:29:54 AM"
Staff 31,"15.593,1.885","9/14/2022, 11:29:54 AM","9/14/2022, 11:30:03 AM"
Staff 31,"15.951,4.021","9/14/2022, 11:30:03 AM","9/14/2022, 11:30:04 AM"
Staff 31,"15.971,5.686","9/14/2022, 11:30:04 AM","9/14/2022, 11:30:07 AM"
Staff 31,"14.937,6.784","9/14/2022, 11:30:07 AM","9/14/2022, 11:30:10 AM"
Staff 31,"12.244,8.873","9/14/2022, 11:30:10 AM","9/14/2022, 11:30:15 AM"
Staff 31,"10.806,8.481","9/14/2022, 11:30:15 AM","9/14/2022, 11:30:16 AM"
Staff 31,"9.198,7.83","9/14/2022, 11:30:16 AM","9/14/2022, 11:30:17 AM"
Staff 31,"7.798,8.058","9/14/2022, 11:30:17 AM","9/14/2022, 11:30:19 AM"
Staff 31,"6.578,8.474","9/14/2022, 11:30:19 AM","9/14/2022, 11:30:20 AM"
Staff 31,"5.547,8.616","9/14/2022, 11:30:20 AM","9/14/2022, 11:30:22 AM"
Staff 31,"3.987,7.747","9/14/2022, 11:30:22 AM","9/14/2022, 11:30:23 AM"
Staff 31,"2.909,9.746","9/14/2022, 11:30:23 AM","9/14/2022, 11:30:26 AM"
Staff 31,"1.884,9.588","9/14/2022, 11:30:26 AM","9/14/2022, 11:30:28 AM"
Staff 31,"3.19,9.701","9/14/2022, 11:30:28 AM","9/14/2022, 11:30:30 AM"
Staff 31,"5.192,9.059","9/14/2022, 11:30:30 AM","9/14/2022, 11:30:31 AM"
Staff 31,"6.45,9.072","9/14/2022, 11:30:31 AM","9/14/2022, 11:30:33 AM"
Staff 31,"7.724,7.546","9/14/2022, 11:30:33 AM","9/14/2022, 11:30:35 AM"
Staff 31,"10.276,8.44","9/14/2022, 11:30:35 AM","9/14/2022, 11:30:37 AM"
Staff 31,"11.327,8.698","9/14/2022, 11:30:37 AM","9/14/2022, 11:31:50 AM"
Staff 31,"10.559,7.534","9/14/2022, 11:31:50 AM","9/14/2022, 11:31:52 AM"
Staff 31,"9.164,7.42","9/14/2022, 11:31:52 AM","9/14/2022, 11:31:56 AM"
Staff 31,"10.201,8.068","9/14/2022, 11:31:56 AM","9/14/2022, 11:32:00 AM"
Staff 31,"11.073,8.56","9/14/2022, 11:32:00 AM","9/14/2022, 11:32:06 AM"
Staff 31,"12.23,8.312","9/14/2022, 11:32:06 AM","9/14/2022, 11:32:21 AM"
Staff 31,"11.275,8.753","9/14/2022, 11:32:21 AM","9/14/2022, 11:32:27 AM"
Staff 31,"12.196,8.16","9/14/2022, 11:32:27 AM","9/14/2022, 11:32:50 AM"
Staff 31,"11.203,7.985","9/14/2022, 11:32:50 AM","9/14/2022, 11:32:55 AM"
Staff 31,"12.048,7.416","9/14/2022, 11:32:55 AM","9/14/2022, 11:33:04 AM"
Staff 31,"11.489,8.367","9/14/2022, 11:33:04 AM","9/14/2022, 11:34:17 AM"
Staff 31,"10.972,7.404","9/14/2022, 11:34:17 AM","9/14/2022, 11:34:21 AM"
Staff 31,"11.571,8.335","9/14/2022, 11:34:21 AM","9/14/2022, 11:37:07 AM"
Staff 31,"10.858,7.534","9/14/2022, 11:37:07 AM","9/14/2022, 11:37:11 AM"
Staff 31,"10.777,8.572","9/14/2022, 11:37:11 AM","9/14/2022, 11:37:24 AM"
Staff 31,"11.125,7.629","9/14/2022, 11:37:24 AM","9/14/2022, 11:37:33 AM"
Staff 31,"12.103,8.314","9/14/2022, 11:37:33 AM","9/14/2022, 11:38:01 AM"
Staff 31,"10.563,8.554","9/14/2022, 11:38:01 AM","9/14/2022, 11:38:10 AM"
Staff 31,"11.658,8.687","9/14/2022, 11:38:10 AM","9/14/2022, 11:39:02 AM"
Staff 31,"12.299,7.559","9/14/2022, 11:39:02 AM","9/14/2022, 11:39:22 AM"
Staff 31,"11.083,7.911","9/14/2022, 11:39:22 AM","9/14/2022, 11:39:32 AM"
Staff 31,"11.021,8.919","9/14/2022, 11:39:32 AM","9/14/2022, 11:40:13 AM"
Staff 31,"12.701,8.243","9/14/2022, 11:40:13 AM","9/14/2022, 11:40:15 AM"
Staff 31,"13.946,8.007","9/14/2022, 11:40:15 AM","9/14/2022, 11:40:18 AM"
Staff 31,"14.802,6.762","9/14/2022, 11:40:18 AM","9/14/2022, 11:40:19 AM"
Staff 31,"16.52,4.987","9/14/2022, 11:40:19 AM","9/14/2022, 11:40:26 AM"
Staff 31,"17.538,4.374","9/14/2022, 11:40:26 AM","9/14/2022, 11:40:29 AM"
Staff 31,"19.463,3.875","9/14/2022, 11:40:29 AM","9/14/2022, 11:40:30 AM"
Staff 31,"20.736,3.841","9/14/2022, 11:40:30 AM","9/14/2022, 11:40:33 AM"
Staff 31,"22.337,4.362","9/14/2022, 11:40:33 AM","9/14/2022, 11:40:37 AM"
Staff 31,"21.565,3.082","9/14/2022, 11:40:37 AM","9/14/2022, 11:40:39 AM"
Staff 31,"20.364,2.354","9/14/2022, 11:40:39 AM","9/14/2022, 11:40:41 AM"
Staff 31,"19.07,2.581","9/14/2022, 11:40:41 AM","9/14/2022, 11:40:44 AM"
Staff 31,"15.456,2.832","9/14/2022, 11:40:44 AM","9/14/2022, 11:41:20 AM"
Staff 31,"14.208,3.712","9/14/2022, 11:41:20 AM","9/14/2022, 11:41:25 AM"
Staff 31,"12.92,3.224","9/14/2022, 11:41:25 AM","9/14/2022, 11:41:28 AM"
Staff 31,"6.297,8.904","9/14/2022, 11:41:28 AM","9/14/2022, 11:41:30 AM"
Staff 31,"4.931,9.411","9/14/2022, 11:41:30 AM","9/14/2022, 11:41:31 AM"
Staff 31,"3.737,9.842","9/14/2022, 11:41:31 AM","9/14/2022, 11:41:34 AM"
Staff 31,"2.141,9.209","9/14/2022, 11:41:34 AM","9/14/2022, 11:41:35 AM"
Staff 31,"3.573,9.499","9/14/2022, 11:41:35 AM","9/14/2022, 11:41:38 AM"
Staff 31,"4.936,9.234","9/14/2022, 11:41:38 AM","9/14/2022, 11:41:40 AM"
Staff 31,"5.851,8.463","9/14/2022, 11:41:40 AM","9/14/2022, 11:41:42 AM"
Staff 31,"7.562,8.266","9/14/2022, 11:41:42 AM","9/14/2022, 11:41:43 AM"
Staff 31,"11.461,7.905","9/14/2022, 11:41:43 AM","9/14/2022, 11:41:48 AM"
Staff 31,"11.23,8.987","9/14/2022, 11:41:48 AM","9/14/2022, 11:42:57 AM"
Staff 31,"9.954,7.756","9/14/2022, 11:42:57 AM","9/14/2022, 11:42:59 AM"
Staff 31,"8.915,7.576","9/14/2022, 11:42:59 AM","9/14/2022, 11:43:01 AM"
Staff 31,"7.487,7.746","9/14/2022, 11:43:01 AM","9/14/2022, 11:43:04 AM"
Staff 31,"6.917,8.667","9/14/2022, 11:43:04 AM","9/14/2022, 11:43:05 AM"
Staff 31,"7.633,7.926","9/14/2022, 11:43:05 AM","9/14/2022, 11:43:07 AM"
Staff 31,"8.553,7.518","9/14/2022, 11:43:07 AM","9/14/2022, 11:43:09 AM"
Staff 31,"11.166,7.938","9/14/2022, 11:43:09 AM","9/14/2022, 11:43:51 AM"
Staff 31,"11.206,8.933","9/14/2022, 11:43:51 AM","9/14/2022, 11:45:12 AM"
Staff 31,"11.389,7.871","9/14/2022, 11:45:12 AM","9/14/2022, 11:46:22 AM"
Staff 31,"11.765,8.891","9/14/2022, 11:46:22 AM","9/14/2022, 11:47:26 AM"
Staff 31,"11.723,7.61","9/14/2022, 11:47:26 AM","9/14/2022, 11:48:09 AM"
Staff 31,"11.369,8.773","9/14/2022, 11:48:09 AM","9/14/2022, 11:48:43 AM"
Staff 31,"11.095,7.642","9/14/2022, 11:48:43 AM","9/14/2022, 11:49:01 AM"
Staff 31,"10.624,8.852","9/14/2022, 11:49:01 AM","9/14/2022, 11:49:05 AM"
Staff 31,"10.808,7.382","9/14/2022, 11:49:05 AM","9/14/2022, 11:49:12 AM"
Staff 31,"12.119,7.815","9/14/2022, 11:49:12 AM","9/14/2022, 11:49:39 AM"
Staff 31,"10.994,8.461","9/14/2022, 11:49:39 AM","9/14/2022, 11:50:14 AM"
Staff 31,"11.033,7.364","9/14/2022, 11:50:14 AM","9/14/2022, 11:50:18 AM"
Staff 31,"11.653,8.266","9/14/2022, 11:50:18 AM","9/14/2022, 11:50:24 AM"
Staff 31,"12.847,8.31","9/14/2022, 11:50:24 AM","9/14/2022, 11:50:40 AM"
Staff 31,"11.702,8.512","9/14/2022, 11:50:40 AM","9/14/2022, 11:51:21 AM"
Staff 31,"12.744,8.57","9/14/2022, 11:51:21 AM","9/14/2022, 11:51:24 AM"
Staff 31,"13.952,7.958","9/14/2022, 11:51:24 AM","9/14/2022, 11:51:26 AM"
Staff 31,"15.449,7.17","9/14/2022, 11:51:26 AM","9/14/2022, 11:51:27 AM"
Staff 31,"16.197,6.205","9/14/2022, 11:51:27 AM","9/14/2022, 11:51:36 AM"
Staff 31,"16.828,4.875","9/14/2022, 11:51:36 AM","9/14/2022, 11:51:39 AM"
Staff 31,"17.427,3.739","9/14/2022, 11:51:39 AM","9/14/2022, 11:51:40 AM"
Staff 31,"18.881,3.848","9/14/2022, 11:51:40 AM","9/14/2022, 11:51:41 AM"
Staff 31,"19.815,3.263","9/14/2022, 11:51:41 AM","9/14/2022, 11:51:42 AM"
