Technician,Location,from,to
Staff 31,"21.02,2.967","9/14/2022, 11:51:42 AM","9/14/2022, 11:51:44 AM"
Staff 31,"22.348,3.629","9/14/2022, 11:51:44 AM","9/14/2022, 11:51:49 AM"
Staff 31,"21.147,3.297","9/14/2022, 11:51:49 AM","9/14/2022, 11:51:51 AM"
Staff 31,"20.248,2.515","9/14/2022, 11:51:51 AM","9/14/2022, 11:52:24 AM"
Staff 31,"15.195,2.26","9/14/2022, 11:52:24 AM","9/14/2022, 11:52:27 AM"
Staff 31,"14.923,3.505","9/14/2022, 11:52:27 AM","9/14/2022, 11:52:48 AM"
Staff 31,"16.133,3.087","9/14/2022, 11:52:48 AM","9/14/2022, 11:53:00 AM"
Staff 31,"15.042,3.365","9/14/2022, 11:53:00 AM","9/14/2022, 11:53:10 AM"
Staff 31,"13.602,3.753","9/14/2022, 11:53:10 AM","9/14/2022, 11:53:11 AM"
Staff 31,"12.559,3.835","9/14/2022, 11:53:11 AM","9/14/2022, 11:53:15 AM"
Staff 31,"11.211,3.602","9/14/2022, 11:53:15 AM","9/14/2022, 11:53:18 AM"
Staff 31,"9.459,3.89","9/14/2022, 11:53:18 AM","9/14/2022, 11:53:20 AM"
Staff 31,"4.776,9.454","9/14/2022, 11:53:20 AM","9/14/2022, 11:53:23 AM"
Staff 31,"2.395,9.713","9/14/2022, 11:53:23 AM","9/14/2022, 11:53:27 AM"
Staff 31,"3.469,10.54","9/14/2022, 11:53:27 AM","9/14/2022, 11:53:33 AM"
Staff 31,"2.781,12.516","9/14/2022, 11:53:33 AM","9/14/2022, 11:54:26 AM"
Staff 31,"4.164,11.89","9/14/2022, 11:54:26 AM","9/14/2022, 11:54:28 AM"
Staff 31,"5.614,10.846","9/14/2022, 11:54:28 AM","9/14/2022, 11:54:30 AM"
Staff 31,"6.429,10.042","9/14/2022, 11:54:30 AM","9/14/2022, 11:54:32 AM"
Staff 31,"8.136,8.721","9/14/2022, 11:54:32 AM","9/14/2022, 11:54:33 AM"
Staff 31,"10.153,8.568","9/14/2022, 11:54:33 AM","9/14/2022, 11:54:34 AM"
Staff 31,"11.293,8.541","9/14/2022, 11:54:34 AM","9/14/2022, 11:56:08 AM"
Staff 31,"10.581,7.723","9/14/2022, 11:56:08 AM","9/14/2022, 11:56:11 AM"
Staff 31,"9.073,7.473","9/14/2022, 11:56:11 AM","9/14/2022, 11:56:17 AM"
Staff 31,"8.078,6.886","9/14/2022, 11:56:17 AM","9/14/2022, 11:56:23 AM"
Staff 31,"9.372,7.725","9/14/2022, 11:56:23 AM","9/14/2022, 11:56:29 AM"
Staff 31,"10.742,8.382","9/14/2022, 11:56:29 AM","9/14/2022, 11:56:42 AM"
Staff 31,"9.663,7.69","9/14/2022, 11:56:42 AM","9/14/2022, 11:56:47 AM"
Staff 31,"11.207,8.76","9/14/2022, 11:56:47 AM","9/14/2022, 11:57:06 AM"
Staff 31,"11.994,8.129","9/14/2022, 11:57:06 AM","9/14/2022, 11:57:40 AM"
Staff 31,"11.689,9.127","9/14/2022, 11:57:40 AM","9/14/2022, 12:00:32 PM"
Staff 31,"10.892,8.363","9/14/2022, 12:00:32 PM","9/14/2022, 12:00:40 PM"
Staff 31,"11.812,7.701","9/14/2022, 12:00:40 PM","9/14/2022, 12:01:31 PM"
Staff 31,"11.385,8.613","9/14/2022, 12:01:31 PM","9/14/2022, 12:02:23 PM"
Staff 31,"11.793,7.67","9/14/2022, 12:02:23 PM","9/14/2022, 12:03:18 PM"
Staff 31,"11.405,8.867","9/14/2022, 12:03:18 PM","9/14/2022, 12:03:21 PM"
Staff 31,"11.597,7.814","9/14/2022, 12:03:21 PM","9/14/2022, 12:03:48 PM"
Staff 31,"10.947,8.788","9/14/2022, 12:03:48 PM","9/14/2022, 12:03:55 PM"
Staff 31,"10.966,7.672","9/14/2022, 12:03:55 PM","9/14/2022, 12:03:57 PM"
Staff 31,"11.028,8.671","9/14/2022, 12:03:57 PM","9/14/2022, 12:04:04 PM"
Staff 31,"10.932,7.642","9/14/2022, 12:04:04 PM","9/14/2022, 12:04:09 PM"
Staff 31,"11.939,7.785","9/14/2022, 12:04:09 PM","9/14/2022, 12:04:29 PM"
Staff 31,"13.037,7.698","9/14/2022, 12:04:29 PM","9/14/2022, 12:04:34 PM"
Staff 31,"11.781,7.645","9/14/2022, 12:04:34 PM","9/14/2022, 12:04:38 PM"
Staff 31,"10.796,8.611","9/14/2022, 12:04:38 PM","9/14/2022, 12:05:09 PM"
Staff 31,"11.803,7.984","9/14/2022, 12:05:09 PM","9/14/2022, 12:05:32 PM"
Staff 31,"12.755,8.365","9/14/2022, 12:05:32 PM","9/14/2022, 12:05:45 PM"
Staff 31,"12.761,7.317","9/14/2022, 12:05:45 PM","9/14/2022, 12:05:49 PM"
Staff 31,"12.19,8.167","9/14/2022, 12:05:49 PM","9/14/2022, 12:05:50 PM"
Staff 31,"11.252,7.675","9/14/2022, 12:05:50 PM","9/14/2022, 12:05:56 PM"
Staff 31,"11.25,8.704","9/14/2022, 12:05:56 PM","9/14/2022, 12:06:51 PM"
Staff 31,"10.81,7.452","9/14/2022, 12:06:51 PM","9/14/2022, 12:06:55 PM"
Staff 31,"11.988,8.102","9/14/2022, 12:06:55 PM","9/14/2022, 12:06:58 PM"
Staff 31,"13.941,7.864","9/14/2022, 12:06:58 PM","9/14/2022, 12:07:01 PM"
Staff 31,"15.457,7.103","9/14/2022, 12:07:01 PM","9/14/2022, 12:07:02 PM"
Staff 31,"16.413,5.904","9/14/2022, 12:07:02 PM","9/14/2022, 12:07:08 PM"
Staff 31,"17.091,4.869","9/14/2022, 12:07:08 PM","9/14/2022, 12:07:12 PM"
Staff 31,"18.305,3.543","9/14/2022, 12:07:12 PM","9/14/2022, 12:07:14 PM"
Staff 31,"20.244,3.58","9/14/2022, 12:07:14 PM","9/14/2022, 12:07:15 PM"
Staff 31,"21.815,3.925","9/14/2022, 12:07:15 PM","9/14/2022, 12:07:20 PM"
Staff 31,"21.055,3.269","9/14/2022, 12:07:20 PM","9/14/2022, 12:07:24 PM"
Staff 31,"20.418,2.494","9/14/2022, 12:07:24 PM","9/14/2022, 12:07:30 PM"
Staff 31,"14.454,2.947","9/14/2022, 12:07:30 PM","9/14/2022, 12:07:43 PM"
Staff 31,"15.246,2.197","9/14/2022, 12:07:43 PM","9/14/2022, 12:08:00 PM"
Staff 31,"16.262,2.201","9/14/2022, 12:08:00 PM","9/14/2022, 12:08:02 PM"
Staff 31,"15.72,3.397","9/14/2022, 12:08:02 PM","9/14/2022, 12:08:05 PM"
Staff 31,"14.68,3.264","9/14/2022, 12:08:05 PM","9/14/2022, 12:08:11 PM"
Staff 31,"5.424,9.038","9/14/2022, 12:08:11 PM","9/14/2022, 12:08:12 PM"
Staff 31,"4.169,9.64","9/14/2022, 12:08:12 PM","9/14/2022, 12:08:14 PM"
Staff 31,"3.166,9.869","9/14/2022, 12:08:14 PM","9/14/2022, 12:08:15 PM"
Staff 31,"2.022,9.482","9/14/2022, 12:08:15 PM","9/14/2022, 12:08:18 PM"
Staff 31,"3.996,9.857","9/14/2022, 12:08:18 PM","9/14/2022, 12:08:19 PM"
Staff 31,"5.209,9.315","9/14/2022, 12:08:19 PM","9/14/2022, 12:08:21 PM"
Staff 31,"6.399,9.02","9/14/2022, 12:08:21 PM","9/14/2022, 12:08:22 PM"
Staff 31,"7.196,8.326","9/14/2022, 12:08:22 PM","9/14/2022, 12:08:24 PM"
Staff 31,"8.256,8.122","9/14/2022, 12:08:24 PM","9/14/2022, 12:08:25 PM"
Staff 31,"10.8,8.487","9/14/2022, 12:08:25 PM","9/14/2022, 12:08:37 PM"
Staff 31,"11.609,7.618","9/14/2022, 12:08:37 PM","9/14/2022, 12:08:40 PM"
Staff 31,"11.484,8.63","9/14/2022, 12:08:40 PM","9/14/2022, 12:10:04 PM"
Staff 31,"10.037,7.661","9/14/2022, 12:10:04 PM","9/14/2022, 12:10:07 PM"
Staff 31,"9.03,7.218","9/14/2022, 12:10:07 PM","9/14/2022, 12:10:16 PM"
Staff 31,"10.289,7.897","9/14/2022, 12:10:16 PM","9/14/2022, 12:10:18 PM"
Staff 31,"11.927,7.619","9/14/2022, 12:10:18 PM","9/14/2022, 12:10:38 PM"
Staff 31,"12.052,8.724","9/14/2022, 12:10:38 PM","9/14/2022, 12:12:42 PM"
Staff 31,"10.998,8.481","9/14/2022, 12:12:42 PM","9/14/2022, 12:12:50 PM"
Staff 31,"10.928,7.337","9/14/2022, 12:12:50 PM","9/14/2022, 12:12:56 PM"
Staff 31,"11.252,8.3","9/14/2022, 12:12:56 PM","9/14/2022, 12:13:17 PM"
Staff 31,"12.178,8.712","9/14/2022, 12:13:17 PM","9/14/2022, 12:13:25 PM"
Staff 31,"11.461,8.001","9/14/2022, 12:13:25 PM","9/14/2022, 12:14:20 PM"
Staff 31,"12.514,7.954","9/14/2022, 12:14:20 PM","9/14/2022, 12:14:23 PM"
Staff 31,"11.519,8.263","9/14/2022, 12:14:23 PM","9/14/2022, 12:16:07 PM"
Staff 31,"10.629,8.89","9/14/2022, 12:16:07 PM","9/14/2022, 12:16:12 PM"
Staff 31,"10.8,7.62","9/14/2022, 12:16:12 PM","9/14/2022, 12:16:17 PM"
Staff 31,"10.597,9.079","9/14/2022, 12:16:17 PM","9/14/2022, 12:16:21 PM"
Staff 31,"10.987,7.682","9/14/2022, 12:16:21 PM","9/14/2022, 12:16:32 PM"
Staff 31,"12.183,8.142","9/14/2022, 12:16:32 PM","9/14/2022, 12:16:40 PM"
Staff 31,"13.071,7.656","9/14/2022, 12:16:40 PM","9/14/2022, 12:16:54 PM"
Staff 31,"11.912,8.306","9/14/2022, 12:16:54 PM","9/14/2022, 12:16:57 PM"
Staff 31,"10.635,8.398","9/14/2022, 12:16:57 PM","9/14/2022, 12:17:15 PM"
Staff 31,"11.664,8.465","9/14/2022, 12:17:15 PM","9/14/2022, 12:18:28 PM"
Staff 31,"12.996,8.3","9/14/2022, 12:18:28 PM","9/14/2022, 12:18:48 PM"
Staff 31,"11.876,7.913","9/14/2022, 12:18:48 PM","9/14/2022, 12:18:58 PM"
Staff 31,"11.258,8.785","9/14/2022, 12:18:58 PM","9/14/2022, 12:19:47 PM"
Staff 31,"11.971,7.959","9/14/2022, 12:19:47 PM","9/14/2022, 12:19:50 PM"
Staff 31,"13.731,8.127","9/14/2022, 12:19:50 PM","9/14/2022, 12:19:51 PM"
Staff 31,"14.769,7.698","9/14/2022, 12:19:51 PM","9/14/2022, 12:19:54 PM"
Staff 31,"16.664,5.944","9/14/2022, 12:19:54 PM","9/14/2022, 12:19:58 PM"
Staff 31,"17.28,4.926","9/14/2022, 12:19:58 PM","9/14/2022, 12:20:02 PM"
Staff 31,"18.667,3.753","9/14/2022, 12:20:02 PM","9/14/2022, 12:20:04 PM"
Staff 31,"20.617,2.874","9/14/2022, 12:20:04 PM","9/14/2022, 12:20:06 PM"
Staff 31,"21.655,3.48","9/14/2022, 12:20:06 PM","9/14/2022, 12:20:07 PM"
Staff 31,"22.041,4.463","9/14/2022, 12:20:07 PM","9/14/2022, 12:20:10 PM"
Staff 31,"22.419,5.622","9/14/2022, 12:20:10 PM","9/14/2022, 12:20:13 PM"
Staff 31,"23.487,6.507","9/14/2022, 12:20:13 PM","9/14/2022, 12:20:15 PM"
Staff 31,"27.665,7.277","9/14/2022, 12:20:15 PM","9/14/2022, 12:20:38 PM"
Staff 31,"27.148,8.159","9/14/2022, 12:20:38 PM","9/14/2022, 12:20:45 PM"
Staff 31,"26.085,8.175","9/14/2022, 12:20:45 PM","9/14/2022, 12:20:51 PM"
Staff 31,"24.06,7.953","9/14/2022, 12:20:51 PM","9/14/2022, 12:20:54 PM"
Staff 31,"22.567,6.238","9/14/2022, 12:20:54 PM","9/14/2022, 12:20:57 PM"
Staff 31,"21.686,5.006","9/14/2022, 12:20:57 PM","9/14/2022, 12:21:00 PM"
Staff 31,"20.377,4.73","9/14/2022, 12:21:00 PM","9/14/2022, 12:21:04 PM"
Staff 31,"19.69,5.688","9/14/2022, 12:21:04 PM","9/14/2022, 12:21:04 PM"
Staff 31,"19.918,6.703","9/14/2022, 12:21:04 PM","9/14/2022, 12:21:06 PM"
Staff 31,"6.099,8.83","9/14/2022, 12:21:06 PM","9/14/2022, 12:21:08 PM"
Staff 31,"4.586,9.177","9/14/2022, 12:21:08 PM","9/14/2022, 12:21:09 PM"
Staff 31,"3.566,9.475","9/14/2022, 12:21:09 PM","9/14/2022, 12:21:10 PM"
Staff 31,"2.461,9.562","9/14/2022, 12:21:10 PM","9/14/2022, 12:21:13 PM"
Staff 31,"3.971,10.002","9/14/2022, 12:21:13 PM","9/14/2022, 12:21:15 PM"
Staff 31,"5.27,9.325","9/14/2022, 12:21:15 PM","9/14/2022, 12:21:18 PM"
Staff 31,"6.676,8.706","9/14/2022, 12:21:18 PM","9/14/2022, 12:21:19 PM"
Staff 31,"7.788,8.257","9/14/2022, 12:21:19 PM","9/14/2022, 12:21:21 PM"
Staff 31,"9.497,8.273","9/14/2022, 12:21:21 PM","9/14/2022, 12:21:22 PM"
Staff 31,"11.067,7.705","9/14/2022, 12:21:22 PM","9/14/2022, 12:21:28 PM"
Staff 31,"11.403,8.698","9/14/2022, 12:21:28 PM","9/14/2022, 12:22:24 PM"
Staff 31,"9.876,7.907","9/14/2022, 12:22:24 PM","9/14/2022, 12:22:26 PM"
Staff 31,"8.789,7.522","9/14/2022, 12:22:26 PM","9/14/2022, 12:22:33 PM"
Staff 31,"10.211,8.143","9/14/2022, 12:22:33 PM","9/14/2022, 12:22:38 PM"
Staff 31,"11.315,8.444","9/14/2022, 12:22:38 PM","9/14/2022, 12:24:00 PM"
Staff 31,"11.414,9.442","9/14/2022, 12:24:00 PM","9/14/2022, 12:24:56 PM"
Staff 31,"11.271,8.416","9/14/2022, 12:24:56 PM","9/14/2022, 12:25:13 PM"
Staff 31,"11.738,7.519","9/14/2022, 12:25:13 PM","9/14/2022, 12:25:58 PM"
Staff 31,"11.37,8.536","9/14/2022, 12:25:58 PM","9/14/2022, 12:26:15 PM"
Staff 31,"11.963,7.626","9/14/2022, 12:26:15 PM","9/14/2022, 12:27:10 PM"
Staff 31,"11.514,8.547","9/14/2022, 12:27:10 PM","9/14/2022, 12:27:44 PM"
Staff 31,"10.859,7.406","9/14/2022, 12:27:44 PM","9/14/2022, 12:27:46 PM"
Staff 31,"11.167,8.495","9/14/2022, 12:27:46 PM","9/14/2022, 12:28:25 PM"
Staff 31,"12.472,7.887","9/14/2022, 12:28:25 PM","9/14/2022, 12:28:42 PM"
Staff 31,"10.863,8.587","9/14/2022, 12:28:42 PM","9/14/2022, 12:29:14 PM"
Staff 31,"11.946,8.537","9/14/2022, 12:29:14 PM","9/14/2022, 12:29:16 PM"
Staff 31,"13.042,7.802","9/14/2022, 12:29:16 PM","9/14/2022, 12:29:48 PM"
Staff 31,"12.172,8.35","9/14/2022, 12:29:48 PM","9/14/2022, 12:29:52 PM"
Staff 31,"10.975,7.802","9/14/2022, 12:29:52 PM","9/14/2022, 12:29:58 PM"
Staff 31,"11.369,8.815","9/14/2022, 12:29:58 PM","9/14/2022, 12:30:49 PM"
Staff 31,"13.152,8.581","9/14/2022, 12:30:49 PM","9/14/2022, 12:30:50 PM"
Staff 31,"14.526,7.731","9/14/2022, 12:30:50 PM","9/14/2022, 12:30:53 PM"
Staff 31,"15.162,6.798","9/14/2022, 12:30:53 PM","9/14/2022, 12:30:56 PM"
Staff 31,"15.77,4.345","9/14/2022, 12:30:56 PM","9/14/2022, 12:30:57 PM"
Staff 31,"17.487,3.573","9/14/2022, 12:30:57 PM","9/14/2022, 12:30:58 PM"
Staff 31,"19.623,3.804","9/14/2022, 12:30:58 PM","9/14/2022, 12:31:00 PM"
Staff 31,"21.11,3.764","9/14/2022, 12:31:00 PM","9/14/2022, 12:31:01 PM"
Staff 31,"22.133,4.736","9/14/2022, 12:31:01 PM","9/14/2022, 12:31:04 PM"
Staff 31,"22.954,6.076","9/14/2022, 12:31:04 PM","9/14/2022, 12:31:18 PM"
Staff 31,"23.519,4.94","9/14/2022, 12:31:18 PM","9/14/2022, 12:31:19 PM"
Staff 31,"24.227,4.176","9/14/2022, 12:31:19 PM","9/14/2022, 12:31:23 PM"
Staff 31,"25.963,4.063","9/14/2022, 12:31:23 PM","9/14/2022, 12:31:30 PM"
Staff 31,"24.873,4.198","9/14/2022, 12:31:30 PM","9/14/2022, 12:31:33 PM"
Staff 31,"23.54,4.776","9/14/2022, 12:31:33 PM","9/14/2022, 12:31:37 PM"
Staff 31,"22.894,3.738","9/14/2022, 12:31:37 PM","9/14/2022, 12:31:39 PM"
Staff 31,"21.685,3.299","9/14/2022, 12:31:39 PM","9/14/2022, 12:31:54 PM"
Staff 31,"14.881,2.447","9/14/2022, 12:31:54 PM","9/14/2022, 12:32:01 PM"
Staff 31,"15.434,4.946","9/14/2022, 12:32:01 PM","9/14/2022, 12:32:03 PM"
Staff 31,"16.005,6.562","9/14/2022, 12:32:03 PM","9/14/2022, 12:32:04 PM"
Staff 31,"16.133,8.099","9/14/2022, 12:32:04 PM","9/14/2022, 12:32:10 PM"
Staff 31,"12.917,15.269","9/14/2022, 12:32:10 PM","9/14/2022, 12:32:11 PM"
Staff 31,"11.64,15.588","9/14/2022, 12:32:11 PM","9/14/2022, 12:32:13 PM"
Staff 31,"10.324,15.479","9/14/2022, 12:32:13 PM","9/14/2022, 12:32:15 PM"
Staff 31,"9.043,15.271","9/14/2022, 12:32:15 PM","9/14/2022, 12:32:16 PM"
Staff 31,"7.835,14.667","9/14/2022, 12:32:16 PM","9/14/2022, 12:32:18 PM"
Staff 31,"6.509,13.92","9/14/2022, 12:32:18 PM","9/14/2022, 12:32:19 PM"
Staff 31,"5.558,13.425","9/14/2022, 12:32:19 PM","9/14/2022, 12:32:24 PM"
Staff 31,"5.276,12.466","9/14/2022, 12:32:24 PM","9/14/2022, 12:32:27 PM"
Staff 31,"2.231,11.003","9/14/2022, 12:32:27 PM","9/14/2022, 12:33:03 PM"
Staff 31,"3.245,10.432","9/14/2022, 12:33:03 PM","9/14/2022, 12:33:05 PM"
Staff 31,"4.503,10.257","9/14/2022, 12:33:05 PM","9/14/2022, 12:33:06 PM"
Staff 31,"5.455,9.757","9/14/2022, 12:33:06 PM","9/14/2022, 12:33:11 PM"
Staff 31,"6.318,10.469","9/14/2022, 12:33:11 PM","9/14/2022, 12:33:14 PM"
Staff 31,"11.448,9.021","9/14/2022, 12:33:14 PM","9/14/2022, 12:39:25 PM"
Staff 31,"9.779,7.703","9/14/2022, 12:39:25 PM","9/14/2022, 12:39:27 PM"
Staff 31,"8.742,7.598","9/14/2022, 12:39:27 PM","9/14/2022, 12:39:57 PM"
Staff 31,"7.94,8.406","9/14/2022, 12:39:57 PM","9/14/2022, 12:40:04 PM"
Staff 31,"9.323,7.624","9/14/2022, 12:40:04 PM","9/14/2022, 12:40:06 PM"
Staff 31,"10.882,8.575","9/14/2022, 12:40:06 PM","9/14/2022, 12:40:12 PM"
Staff 31,"12.198,8.478","9/14/2022, 12:40:12 PM","9/14/2022, 12:40:13 PM"
Staff 31,"13.896,8.089","9/14/2022, 12:40:13 PM","9/14/2022, 12:40:14 PM"
Staff 31,"15.081,7.917","9/14/2022, 12:40:14 PM","9/14/2022, 12:40:16 PM"
Staff 31,"15.712,9.199","9/14/2022, 12:40:16 PM","9/14/2022, 12:40:19 PM"
Staff 31,"15.949,10.472","9/14/2022, 12:40:19 PM","9/14/2022, 12:40:22 PM"
Staff 31,"16.474,12.202","9/14/2022, 12:40:22 PM","9/14/2022, 12:40:23 PM"
Staff 31,"17.4,13.574","9/14/2022, 12:40:23 PM","9/14/2022, 12:40:25 PM"
Staff 31,"19.075,14.091","9/14/2022, 12:40:25 PM","9/14/2022, 12:40:28 PM"
Staff 31,"19.691,13.293","9/14/2022, 12:40:28 PM","9/14/2022, 12:40:30 PM"
Staff 31,"23.613,9.586","9/14/2022, 12:40:30 PM","9/14/2022, 12:40:31 PM"
Staff 31,"24.757,8.387","9/14/2022, 12:40:31 PM","9/14/2022, 12:40:32 PM"
Staff 31,"25.842,8.465","9/14/2022, 12:40:32 PM","9/14/2022, 12:40:33 PM"
Staff 31,"26.827,8.653","9/14/2022, 12:40:33 PM","9/14/2022, 12:40:36 PM"
Staff 31,"27.86,7.743","9/14/2022, 12:40:36 PM","9/14/2022, 12:41:00 PM"
Staff 31,"26.651,7.908","9/14/2022, 12:41:00 PM","9/14/2022, 12:41:02 PM"
Staff 31,"27.884,7.494","9/14/2022, 12:41:02 PM","9/14/2022, 12:41:06 PM"
Staff 31,"28.545,6.252","9/14/2022, 12:41:06 PM","9/14/2022, 12:56:02 PM"
Staff 31,"25.952,13.654","9/14/2022, 12:56:02 PM","9/14/2022, 12:56:05 PM"
Staff 31,"24.918,13.772","9/14/2022, 12:56:05 PM","9/14/2022, 12:56:12 PM"
Staff 31,"22.036,5.214","9/14/2022, 12:56:12 PM","9/14/2022, 12:56:15 PM"
Staff 31,"21.78,3.673","9/14/2022, 12:56:15 PM","9/14/2022, 12:56:18 PM"
Staff 31,"21.237,2.492","9/14/2022, 12:56:18 PM","9/14/2022, 1:09:55 PM"
Staff 31,"13.594,3.351","9/14/2022, 1:09:55 PM","9/14/2022, 1:09:59 PM"
Staff 31,"15.042,4.173","9/14/2022, 1:09:59 PM","9/14/2022, 1:10:00 PM"
Staff 31,"15.42,5.178","9/14/2022, 1:10:00 PM","9/14/2022, 1:10:02 PM"
Staff 31,"15.826,6.223","9/14/2022, 1:10:02 PM","9/14/2022, 1:10:04 PM"
Staff 31,"15.653,7.996","9/14/2022, 1:10:04 PM","9/14/2022, 1:10:05 PM"
Staff 31,"16.084,9.103","9/14/2022, 1:10:05 PM","9/14/2022, 1:10:06 PM"
Staff 31,"16.53,10.317","9/14/2022, 1:10:06 PM","9/14/2022, 1:10:08 PM"
Staff 31,"17.931,11.386","9/14/2022, 1:10:08 PM","9/14/2022, 1:10:11 PM"
Staff 31,"18.294,12.932","9/14/2022, 1:10:11 PM","9/14/2022, 1:10:13 PM"
Staff 31,"19.139,13.479","9/14/2022, 1:10:13 PM","9/14/2022, 1:10:15 PM"
Staff 31,"25.537,13.13","9/14/2022, 1:10:15 PM","9/14/2022, 1:10:22 PM"
Staff 31,"25.579,14.142","9/14/2022, 1:10:22 PM","9/14/2022, 1:21:09 PM"
Staff 31,"24.357,14.022","9/14/2022, 1:21:09 PM","9/14/2022, 1:21:10 PM"
Staff 31,"23.354,13.859","9/14/2022, 1:21:10 PM","9/14/2022, 1:21:13 PM"
Staff 31,"22.266,12.627","9/14/2022, 1:21:13 PM","9/14/2022, 1:21:14 PM"
Staff 31,"22.154,11.441","9/14/2022, 1:21:14 PM","9/14/2022, 1:21:16 PM"
Staff 31,"21.978,10.045","9/14/2022, 1:21:16 PM","9/14/2022, 1:21:22 PM"
Staff 31,"24.8,1.658","9/14/2022, 1:21:22 PM","9/14/2022, 1:22:50 PM"
Staff 31,"21.083,4.34","9/14/2022, 1:22:50 PM","9/14/2022, 1:22:52 PM"
Staff 31,"22.074,3.146","9/14/2022, 1:22:52 PM","9/14/2022, 1:22:57 PM"
Staff 31,"22.321,4.163","9/14/2022, 1:22:57 PM","9/14/2022, 1:22:59 PM"
Staff 31,"22.208,5.743","9/14/2022, 1:22:59 PM","9/14/2022, 1:23:05 PM"
Staff 31,"23.059,4.74","9/14/2022, 1:23:05 PM","9/14/2022, 1:23:17 PM"
Staff 31,"30.857,8.914","9/14/2022, 1:23:17 PM","9/14/2022, 1:23:27 PM"
Staff 31,"29.608,8.467","9/14/2022, 1:23:27 PM","9/14/2022, 1:23:29 PM"
Staff 31,"28.753,6.946","9/14/2022, 1:23:29 PM","9/14/2022, 1:23:31 PM"
Staff 31,"28.109,7.914","9/14/2022, 1:23:31 PM","9/14/2022, 1:23:33 PM"
Staff 31,"26.974,8.382","9/14/2022, 1:23:33 PM","9/14/2022, 1:23:34 PM"
Staff 31,"25.944,8.672","9/14/2022, 1:23:34 PM","9/14/2022, 1:23:37 PM"
Staff 31,"25.753,7.543","9/14/2022, 1:23:37 PM","9/14/2022, 1:23:38 PM"
Staff 31,"25.961,6.128","9/14/2022, 1:23:38 PM","9/14/2022, 1:23:40 PM"
Staff 31,"25.963,4.063","9/14/2022, 1:23:40 PM","9/14/2022, 1:23:42 PM"
Staff 31,"24.823,2.872","9/14/2022, 1:23:42 PM","9/14/2022, 1:23:48 PM"
Staff 31,"16.283,1.917","9/14/2022, 1:23:48 PM","9/14/2022, 1:23:56 PM"
Staff 31,"16.54,2.99","9/14/2022, 1:23:56 PM","9/14/2022, 1:23:57 PM"
Staff 31,"16.443,4.214","9/14/2022, 1:23:57 PM","9/14/2022, 1:23:58 PM"
Staff 31,"16.262,5.34","9/14/2022, 1:23:58 PM","9/14/2022, 1:24:00 PM"
Staff 31,"14.943,7.375","9/14/2022, 1:24:00 PM","9/14/2022, 1:24:01 PM"
Staff 31,"14.018,8.091","9/14/2022, 1:24:01 PM","9/14/2022, 1:24:03 PM"
Staff 31,"12.742,8.607","9/14/2022, 1:24:03 PM","9/14/2022, 1:24:04 PM"
Staff 31,"11.675,8.558","9/14/2022, 1:24:04 PM","9/14/2022, 1:24:06 PM"
Staff 31,"9.895,8.183","9/14/2022, 1:24:06 PM","9/14/2022, 1:24:16 PM"
Staff 31,"9.285,9.145","9/14/2022, 1:24:16 PM","9/14/2022, 1:24:50 PM"
Staff 31,"9.482,8.123","9/14/2022, 1:24:50 PM","9/14/2022, 1:24:52 PM"
Staff 31,"8.154,7.856","9/14/2022, 1:24:52 PM","9/14/2022, 1:24:54 PM"
Staff 31,"6.149,9.067","9/14/2022, 1:24:54 PM","9/14/2022, 1:24:55 PM"
Staff 31,"5.098,9.503","9/14/2022, 1:24:55 PM","9/14/2022, 1:24:56 PM"
Staff 31,"3.843,10.057","9/14/2022, 1:24:56 PM","9/14/2022, 1:25:00 PM"
Staff 31,"2.282,10.573","9/14/2022, 1:25:00 PM","9/14/2022, 1:25:16 PM"
Staff 31,"4.015,10.097","9/14/2022, 1:25:16 PM","9/14/2022, 1:25:17 PM"
Staff 31,"5.212,9.644","9/14/2022, 1:25:17 PM","9/14/2022, 1:25:19 PM"
Staff 31,"6.326,9.077","9/14/2022, 1:25:19 PM","9/14/2022, 1:25:20 PM"
Staff 31,"7.269,8.075","9/14/2022, 1:25:20 PM","9/14/2022, 1:25:22 PM"
Staff 31,"6.965,6.454","9/14/2022, 1:25:22 PM","9/14/2022, 1:25:23 PM"
Staff 31,"7.595,5.131","9/14/2022, 1:25:23 PM","9/14/2022, 1:25:33 PM"
Staff 31,"8.515,4.364","9/14/2022, 1:25:33 PM","9/14/2022, 1:25:35 PM"
Staff 31,"9.739,3.567","9/14/2022, 1:25:35 PM","9/14/2022, 1:25:37 PM"
Staff 31,"10.578,2.945","9/14/2022, 1:25:37 PM","9/14/2022, 1:25:42 PM"
Staff 31,"13.082,2.413","9/14/2022, 1:25:42 PM","9/14/2022, 1:25:47 PM"
Staff 31,"14.94,1.467","9/14/2022, 1:25:47 PM","9/14/2022, 1:26:15 PM"
Staff 31,"16.184,2.021","9/14/2022, 1:26:15 PM","9/14/2022, 1:26:19 PM"
Staff 31,"16.759,3.198","9/14/2022, 1:26:19 PM","9/14/2022, 1:26:22 PM"
Staff 31,"16.281,2.052","9/14/2022, 1:26:22 PM","9/14/2022, 1:26:28 PM"
Staff 31,"17.259,2.64","9/14/2022, 1:26:28 PM","9/14/2022, 1:26:36 PM"
Staff 31,"18.095,1.689","9/14/2022, 1:26:36 PM","9/14/2022, 1:26:51 PM"
