Technician,Location,from,to
Staff 16,"20.878,14.461","12/2/2022, 10:36:57 AM","12/2/2022, 10:38:53 AM"
Staff 16,"19.928,14.908","12/2/2022, 10:38:53 AM","12/2/2022, 10:39:40 AM"
Staff 16,"20.756,14.329","12/2/2022, 10:39:40 AM","12/2/2022, 10:40:00 AM"
Staff 16,"19.953,14.964","12/2/2022, 10:40:00 AM","12/2/2022, 10:41:57 AM"
Staff 16,"20.795,14.412","12/2/2022, 10:41:57 AM","12/2/2022, 10:42:38 AM"
Staff 16,"19.811,14.97","12/2/2022, 10:42:38 AM","12/2/2022, 10:42:53 AM"
Staff 16,"20.685,14.403","12/2/2022, 10:42:53 AM","12/2/2022, 10:43:07 AM"
Staff 16,"19.851,14.989","12/2/2022, 10:43:07 AM","12/2/2022, 10:44:18 AM"
Staff 16,"20.764,14.448","12/2/2022, 10:44:18 AM","12/2/2022, 10:45:20 AM"
Staff 16,"19.733,15.047","12/2/2022, 10:45:20 AM","12/2/2022, 10:45:43 AM"
Staff 16,"20.523,14.421","12/2/2022, 10:45:43 AM","12/2/2022, 10:45:58 AM"
Staff 16,"19.622,15.059","12/2/2022, 10:45:58 AM","12/2/2022, 10:46:07 AM"
Staff 16,"20.463,14.468","12/2/2022, 10:46:07 AM","12/2/2022, 11:01:04 AM"
Staff 16,"20.232,14.852","12/2/2022, 11:01:04 AM","12/2/2022, 11:01:20 AM"
Staff 16,"20.17,13.614","12/2/2022, 11:01:20 AM","12/2/2022, 11:02:55 AM"
Staff 16,"24.888,13.297","12/2/2022, 11:02:55 AM","12/2/2022, 11:03:55 AM"
Staff 16,"19.942,13.978","12/2/2022, 11:03:55 AM","12/2/2022, 11:04:28 AM"
Staff 16,"26.053,13.046","12/2/2022, 11:04:28 AM","12/2/2022, 11:05:04 AM"
Staff 16,"19.513,14.318","12/2/2022, 11:05:04 AM","12/2/2022, 11:05:32 AM"
Staff 16,"25.066,13.265","12/2/2022, 11:05:32 AM","12/2/2022, 11:06:06 AM"
Staff 16,"20.301,13.892","12/2/2022, 11:06:06 AM","12/2/2022, 11:08:36 AM"
Staff 16,"26.629,12.8","12/2/2022, 11:08:36 AM","12/2/2022, 11:08:45 AM"
Staff 16,"28.181,11.59","12/2/2022, 11:08:45 AM","12/2/2022, 11:09:09 AM"
Staff 16,"24.115,13.474","12/2/2022, 11:09:09 AM","12/2/2022, 11:09:39 AM"
Staff 16,"25.622,12.847","12/2/2022, 11:09:39 AM","12/2/2022, 11:10:14 AM"
Staff 16,"28.602,12.058","12/2/2022, 11:10:14 AM","12/2/2022, 11:10:48 AM"
Staff 16,"24.811,13.277","12/2/2022, 11:10:48 AM","12/2/2022, 11:11:50 AM"
Staff 16,"20.031,14.231","12/2/2022, 11:11:50 AM","12/2/2022, 11:12:18 AM"
Staff 16,"25.308,13.086","12/2/2022, 11:12:18 AM","12/2/2022, 11:12:58 AM"
Staff 16,"20.071,14.053","12/2/2022, 11:12:58 AM","12/2/2022, 11:14:53 AM"
Staff 16,"27.964,12.287","12/2/2022, 11:14:53 AM","12/2/2022, 11:14:54 AM"
Staff 16,"28.181,11.59","12/2/2022, 11:14:54 AM","12/2/2022, 11:15:20 AM"
Staff 16,"23.078,13.771","12/2/2022, 11:15:20 AM","12/2/2022, 11:15:31 AM"
Staff 16,"21.379,14.063","12/2/2022, 11:15:31 AM","12/2/2022, 11:15:45 AM"
Staff 16,"20.213,13.937","12/2/2022, 11:15:45 AM","12/2/2022, 11:17:15 AM"
Staff 16,"26.15,13.108","12/2/2022, 11:17:15 AM","12/2/2022, 11:17:36 AM"
Staff 16,"22.582,13.942","12/2/2022, 11:17:36 AM","12/2/2022, 11:17:52 AM"
Staff 16,"25.247,13.086","12/2/2022, 11:17:52 AM","12/2/2022, 11:18:09 AM"
Staff 16,"26.751,13.111","12/2/2022, 11:18:09 AM","12/2/2022, 11:18:50 AM"
Staff 16,"20.206,14.173","12/2/2022, 11:18:50 AM","12/2/2022, 11:19:24 AM"
Staff 16,"27.73,12.445","12/2/2022, 11:19:24 AM","12/2/2022, 11:20:21 AM"
Staff 16,"19.565,14.353","12/2/2022, 11:20:21 AM","12/2/2022, 11:21:28 AM"
Staff 16,"27.003,12.776","12/2/2022, 11:21:28 AM","12/2/2022, 11:21:36 AM"
Staff 16,"28.181,11.59","12/2/2022, 11:21:36 AM","12/2/2022, 11:21:58 AM"
Staff 16,"27.035,12.661","12/2/2022, 11:21:58 AM","12/2/2022, 11:22:25 AM"
Staff 16,"28.181,11.59","12/2/2022, 11:22:25 AM","12/2/2022, 11:23:15 AM"
Staff 16,"26.365,13.093","12/2/2022, 11:23:15 AM","12/2/2022, 11:23:33 AM"
Staff 16,"19.839,14.032","12/2/2022, 11:23:33 AM","12/2/2022, 11:24:09 AM"
Staff 16,"27.019,12.71","12/2/2022, 11:24:09 AM","12/2/2022, 11:24:34 AM"
Staff 16,"24.84,13.436","12/2/2022, 11:24:34 AM","12/2/2022, 11:25:02 AM"
Staff 16,"19.981,14.057","12/2/2022, 11:25:02 AM","12/2/2022, 11:25:22 AM"
Staff 16,"22.973,13.79","12/2/2022, 11:25:22 AM","12/2/2022, 11:25:28 AM"
Staff 16,"21.868,13.951","12/2/2022, 11:25:28 AM","12/2/2022, 11:26:05 AM"
Staff 16,"24.597,13.499","12/2/2022, 11:26:05 AM","12/2/2022, 11:26:39 AM"
Staff 16,"25.923,13.053","12/2/2022, 11:26:39 AM","12/2/2022, 11:26:55 AM"
Staff 16,"19.973,14.136","12/2/2022, 11:26:55 AM","12/2/2022, 11:27:15 AM"
Staff 16,"25.783,13.061","12/2/2022, 11:27:15 AM","12/2/2022, 11:27:36 AM"
Staff 16,"20.033,14.063","12/2/2022, 11:27:36 AM","12/2/2022, 11:30:06 AM"
Staff 16,"27.016,12.726","12/2/2022, 11:30:06 AM","12/2/2022, 11:31:20 AM"
Staff 16,"19.647,14.027","12/2/2022, 11:31:20 AM","12/2/2022, 11:31:38 AM"
Staff 16,"25.605,12.904","12/2/2022, 11:31:38 AM","12/2/2022, 11:32:27 AM"
Staff 16,"20.114,13.938","12/2/2022, 11:32:27 AM","12/2/2022, 11:33:46 AM"
Staff 16,"25.285,13.221","12/2/2022, 11:33:46 AM","12/2/2022, 11:33:58 AM"
Staff 16,"21.968,14.014","12/2/2022, 11:33:58 AM","12/2/2022, 11:34:13 AM"
Staff 16,"20.869,14.174","12/2/2022, 11:34:13 AM","12/2/2022, 11:34:39 AM"
Staff 16,"26.979,12.697","12/2/2022, 11:34:39 AM","12/2/2022, 11:35:25 AM"
Staff 16,"24.838,13.148","12/2/2022, 11:35:25 AM","12/2/2022, 11:36:10 AM"
Staff 16,"19.424,14.332","12/2/2022, 11:36:10 AM","12/2/2022, 11:36:29 AM"
Staff 16,"20.461,14.273","12/2/2022, 11:36:29 AM","12/2/2022, 11:37:53 AM"
Staff 16,"22.598,13.971","12/2/2022, 11:37:53 AM","12/2/2022, 11:38:17 AM"
Staff 16,"27.006,12.582","12/2/2022, 11:38:17 AM","12/2/2022, 11:38:58 AM"
Staff 16,"20.398,13.996","12/2/2022, 11:38:58 AM","12/2/2022, 11:39:08 AM"
Staff 16,"22.557,13.903","12/2/2022, 11:39:08 AM","12/2/2022, 11:39:36 AM"
Staff 16,"19.804,14.033","12/2/2022, 11:39:36 AM","12/2/2022, 11:40:15 AM"
Staff 16,"25.891,12.985","12/2/2022, 11:40:15 AM","12/2/2022, 11:41:00 AM"
Staff 16,"27.616,12.759","12/2/2022, 11:41:00 AM","12/2/2022, 11:41:32 AM"
Staff 16,"19.307,14.152","12/2/2022, 11:41:32 AM","12/2/2022, 11:41:34 AM"
Staff 16,"18.832,14.852","12/2/2022, 11:41:34 AM","12/2/2022, 11:41:37 AM"
Staff 16,"19.836,14.238","12/2/2022, 11:41:37 AM","12/2/2022, 11:42:16 AM"
Staff 16,"23.172,13.827","12/2/2022, 11:42:16 AM","12/2/2022, 11:42:23 AM"
Staff 16,"26.795,12.949","12/2/2022, 11:42:23 AM","12/2/2022, 11:42:56 AM"
Staff 16,"25.015,13.077","12/2/2022, 11:42:56 AM","12/2/2022, 11:45:52 AM"
Staff 16,"23.204,13.905","12/2/2022, 11:45:52 AM","12/2/2022, 11:46:16 AM"
Staff 16,"28.34,12.283","12/2/2022, 11:46:16 AM","12/2/2022, 11:46:17 AM"
Staff 16,"28.181,11.59","12/2/2022, 11:46:17 AM","12/2/2022, 11:46:49 AM"
Staff 16,"19.729,14.068","12/2/2022, 11:46:49 AM","12/2/2022, 11:47:22 AM"
Staff 16,"23.845,13.669","12/2/2022, 11:47:22 AM","12/2/2022, 11:47:30 AM"
Staff 16,"22.703,14.126","12/2/2022, 11:47:30 AM","12/2/2022, 11:47:39 AM"
Staff 16,"21.197,14.034","12/2/2022, 11:47:39 AM","12/2/2022, 11:47:57 AM"
Staff 16,"24.665,13.415","12/2/2022, 11:47:57 AM","12/2/2022, 11:48:03 AM"
Staff 16,"22.9,13.638","12/2/2022, 11:48:03 AM","12/2/2022, 11:48:30 AM"
Staff 16,"27.763,12.575","12/2/2022, 11:48:30 AM","12/2/2022, 11:48:46 AM"
Staff 16,"19.776,14.344","12/2/2022, 11:48:46 AM","12/2/2022, 11:50:44 AM"
Staff 16,"23.207,14.024","12/2/2022, 11:50:44 AM","12/2/2022, 11:51:14 AM"
Staff 16,"19.705,14.335","12/2/2022, 11:51:14 AM","12/2/2022, 11:52:14 AM"
Staff 16,"26.244,13.105","12/2/2022, 11:52:14 AM","12/2/2022, 11:52:27 AM"
Staff 16,"22.161,14.303","12/2/2022, 11:52:27 AM","12/2/2022, 11:52:38 AM"
Staff 16,"20.851,14.036","12/2/2022, 11:52:38 AM","12/2/2022, 11:52:50 AM"
Staff 16,"26.116,13.485","12/2/2022, 11:52:50 AM","12/2/2022, 11:53:19 AM"
Staff 16,"20.018,14.002","12/2/2022, 11:53:19 AM","12/2/2022, 11:54:10 AM"
Staff 16,"27.575,12.605","12/2/2022, 11:54:10 AM","12/2/2022, 11:54:36 AM"
Staff 16,"28.181,11.59","12/2/2022, 11:54:36 AM","12/2/2022, 11:55:10 AM"
Staff 16,"25.171,13.327","12/2/2022, 11:55:10 AM","12/2/2022, 11:55:32 AM"
Staff 16,"22.634,13.876","12/2/2022, 11:55:32 AM","12/2/2022, 11:55:40 AM"
Staff 16,"21.511,14.396","12/2/2022, 11:55:40 AM","12/2/2022, 11:56:08 AM"
Staff 16,"23.778,13.92","12/2/2022, 11:56:08 AM","12/2/2022, 11:56:50 AM"
Staff 16,"19.496,14.105","12/2/2022, 11:56:50 AM","12/2/2022, 11:57:35 AM"
Staff 16,"20.556,14.117","12/2/2022, 11:57:35 AM","12/2/2022, 11:57:57 AM"
Staff 16,"24.576,13.385","12/2/2022, 11:57:57 AM","12/2/2022, 11:58:31 AM"
Staff 16,"23.074,13.721","12/2/2022, 11:58:31 AM","12/2/2022, 11:58:46 AM"
Staff 16,"21.591,14.251","12/2/2022, 11:58:46 AM","12/2/2022, 11:59:36 AM"
Staff 16,"28.181,11.59","12/2/2022, 11:59:36 AM","12/2/2022, 12:00:08 PM"
Staff 16,"22.796,14.034","12/2/2022, 12:00:08 PM","12/2/2022, 12:00:23 PM"
Staff 16,"21.761,14.244","12/2/2022, 12:00:23 PM","12/2/2022, 12:00:54 PM"
Staff 16,"26.261,13.023","12/2/2022, 12:00:54 PM","12/2/2022, 12:01:22 PM"
Staff 16,"19.671,14.245","12/2/2022, 12:01:22 PM","12/2/2022, 12:01:36 PM"
Staff 16,"29.983,12.247","12/2/2022, 12:01:36 PM","12/2/2022, 12:02:18 PM"
Staff 16,"20.669,14.025","12/2/2022, 12:02:18 PM","12/2/2022, 12:02:24 PM"
Staff 16,"26.393,13.236","12/2/2022, 12:02:24 PM","12/2/2022, 12:02:42 PM"
Staff 16,"19.648,14.127","12/2/2022, 12:02:42 PM","12/2/2022, 12:03:09 PM"
Staff 16,"24.663,13.224","12/2/2022, 12:03:09 PM","12/2/2022, 12:04:33 PM"
Staff 16,"26.701,12.438","12/2/2022, 12:04:33 PM","12/2/2022, 12:05:14 PM"
Staff 16,"20.979,14.262","12/2/2022, 12:05:14 PM","12/2/2022, 12:05:30 PM"
Staff 16,"20.052,13.876","12/2/2022, 12:05:30 PM","12/2/2022, 2:36:55 PM"
Staff 16,"27.327,12.79","12/2/2022, 2:36:55 PM","12/2/2022, 2:37:33 PM"
Staff 16,"20.286,14.023","12/2/2022, 2:37:33 PM","12/2/2022, 2:41:53 PM"
Staff 16,"19.265,13.844","12/2/2022, 2:41:53 PM","12/2/2022, 2:46:55 PM"
Staff 16,"20.39,13.896","12/2/2022, 2:46:55 PM","12/2/2022, 2:47:26 PM"
Staff 16,"24.92,13.704","12/2/2022, 2:47:26 PM","12/2/2022, 2:51:41 PM"
Staff 16,"21.021,14.451","12/2/2022, 2:51:41 PM","12/2/2022, 2:52:05 PM"
Staff 16,"22.06,14.237","12/2/2022, 2:52:05 PM","12/2/2022, 2:53:50 PM"
Staff 16,"20.888,14.43","12/2/2022, 2:53:50 PM","12/2/2022, 2:54:13 PM"
Staff 16,"21.978,14.297","12/2/2022, 2:54:13 PM","12/2/2022, 3:04:20 PM"
Staff 16,"20.889,14.335","12/2/2022, 3:04:20 PM","12/2/2022, 3:04:47 PM"
Staff 16,"21.993,14.214","12/2/2022, 3:04:47 PM","12/2/2022, 3:10:23 PM"
Staff 16,"20.714,14.465","12/2/2022, 3:10:23 PM","12/2/2022, 3:10:54 PM"
Staff 16,"21.681,14.127","12/2/2022, 3:10:54 PM","12/2/2022, 3:38:12 PM"
Staff 16,"23.415,13.784","12/2/2022, 3:38:12 PM","12/2/2022, 3:38:22 PM"
Staff 16,"21.227,12.869","12/2/2022, 3:38:22 PM","12/2/2022, 3:38:24 PM"
Staff 16,"21.458,14.047","12/2/2022, 3:38:24 PM","12/2/2022, 4:01:07 PM"
Staff 16,"22.475,14.13","12/2/2022, 4:01:07 PM","12/2/2022, 4:02:25 PM"
Staff 16,"20.94,14.409","12/2/2022, 4:02:25 PM","12/2/2022, 4:02:41 PM"
Staff 16,"21.987,14.214","12/2/2022, 4:02:41 PM","12/2/2022, 4:05:52 PM"
Staff 16,"20.97,14.375","12/2/2022, 4:05:52 PM","12/2/2022, 4:06:13 PM"
Staff 16,"22.037,14.228","12/2/2022, 4:06:13 PM","12/2/2022, 4:16:20 PM"
Staff 16,"20.889,14.499","12/2/2022, 4:16:20 PM","12/2/2022, 4:16:43 PM"
Staff 16,"21.869,14.165","12/2/2022, 4:16:43 PM","12/2/2022, 4:50:26 PM"
Staff 16,"22.87,13.765","12/2/2022, 4:50:26 PM","12/2/2022, 4:56:30 PM"
Staff 16,"21.022,14.35","12/2/2022, 4:56:30 PM","12/2/2022, 4:56:47 PM"
Staff 16,"22.049,14.196","12/2/2022, 4:56:47 PM","12/2/2022, 4:58:18 PM"
Staff 16,"21.036,14.252","12/2/2022, 4:58:18 PM","12/2/2022, 4:58:38 PM"
Staff 16,"22.062,14.138","12/2/2022, 4:58:38 PM","12/2/2022, 5:00:57 PM"
Staff 16,"20.911,14.284","12/2/2022, 5:00:57 PM","12/2/2022, 5:01:25 PM"
Staff 16,"21.939,14.193","12/2/2022, 5:01:25 PM","12/2/2022, 5:06:55 PM"
Staff 16,"20.888,14.337","12/2/2022, 5:06:55 PM","12/2/2022, 5:07:14 PM"
Staff 16,"21.892,14.153","12/2/2022, 5:07:14 PM","12/2/2022, 5:07:34 PM"
Staff 16,"20.818,14.37","12/2/2022, 5:07:34 PM","12/2/2022, 5:07:53 PM"
Staff 16,"21.855,14.252","12/2/2022, 5:07:53 PM","12/2/2022, 5:09:39 PM"
Staff 16,"20.827,14.304","12/2/2022, 5:09:39 PM","12/2/2022, 5:10:19 PM"
Staff 16,"21.833,14.192","12/2/2022, 5:10:19 PM","12/2/2022, 5:14:19 PM"
Staff 16,"20.814,14.262","12/2/2022, 5:14:19 PM","12/2/2022, 5:14:44 PM"
Staff 16,"21.815,14.08","12/2/2022, 5:14:44 PM","12/2/2022, 5:15:59 PM"
Staff 16,"20.853,14.369","12/2/2022, 5:15:59 PM","12/2/2022, 5:16:18 PM"
Staff 16,"21.853,14.173","12/2/2022, 5:16:18 PM","12/2/2022, 5:17:13 PM"
Staff 16,"25.343,13.912","12/2/2022, 5:17:13 PM","12/2/2022, 5:17:40 PM"
Staff 16,"21.197,14.433","12/2/2022, 5:17:40 PM","12/2/2022, 5:18:03 PM"
Staff 16,"22.174,14.152","12/2/2022, 5:18:03 PM","12/2/2022, 5:23:43 PM"
Staff 16,"20.995,14.635","12/2/2022, 5:23:43 PM","12/2/2022, 5:24:34 PM"
Staff 16,"21.945,14.189","12/2/2022, 5:24:34 PM","12/2/2022, 5:28:55 PM"
Staff 16,"20.906,14.331","12/2/2022, 5:28:55 PM","12/2/2022, 5:29:23 PM"
Staff 16,"22.009,14.258","12/2/2022, 5:29:23 PM","12/2/2022, 5:30:14 PM"
Staff 16,"20.997,14.248","12/2/2022, 5:30:14 PM","12/2/2022, 5:30:21 PM"
Staff 16,"20.044,15.109","12/2/2022, 5:30:21 PM","12/2/2022, 6:17:50 PM"
Staff 16,"19.763,14.126","12/2/2022, 6:17:50 PM","12/5/2022, 10:21:05 AM"
Staff 16,"20.373,14.922","12/5/2022, 10:21:05 AM","12/5/2022, 10:53:49 AM"
Staff 16,"16.959,12.613","12/5/2022, 10:53:49 AM","12/5/2022, 10:53:53 AM"
Staff 16,"18.939,13.761","12/5/2022, 10:53:53 AM","12/5/2022, 10:53:56 AM"
Staff 16,"19.764,14.595","12/5/2022, 10:53:56 AM","12/5/2022, 11:11:04 AM"
Staff 16,"18.832,14.852","12/5/2022, 11:11:04 AM","12/5/2022, 11:11:08 AM"
Staff 16,"19.875,14.573","12/5/2022, 11:11:08 AM","12/5/2022, 11:12:52 AM"
Staff 16,"18.832,14.852","12/5/2022, 11:12:52 AM","12/5/2022, 11:13:02 AM"
Staff 16,"19.918,14.579","12/5/2022, 11:13:02 AM","12/5/2022, 11:41:12 AM"
Staff 16,"18.832,14.852","12/5/2022, 11:41:12 AM","12/5/2022, 11:41:15 AM"
Staff 16,"19.845,14.655","12/5/2022, 11:41:15 AM","12/5/2022, 11:47:36 AM"
Staff 16,"18.832,14.852","12/5/2022, 11:47:36 AM","12/5/2022, 11:47:42 AM"
Staff 16,"19.821,14.698","12/5/2022, 11:47:42 AM","12/5/2022, 11:47:42 AM"
Staff 16,"18.832,14.852","12/5/2022, 11:47:42 AM","12/5/2022, 11:47:45 AM"
Staff 16,"19.941,14.847","12/5/2022, 11:47:45 AM","12/5/2022, 12:00:58 PM"
Staff 16,"18.832,14.852","12/5/2022, 12:00:58 PM","12/5/2022, 12:01:01 PM"
Staff 16,"19.987,14.641","12/5/2022, 12:01:01 PM","12/5/2022, 12:06:28 PM"
Staff 16,"18.209,14.438","12/5/2022, 12:06:28 PM","12/5/2022, 12:06:33 PM"
Staff 16,"19.158,14.761","12/5/2022, 12:06:33 PM","12/5/2022, 12:06:37 PM"
Staff 16,"18.832,14.852","12/5/2022, 12:06:37 PM","12/5/2022, 12:06:41 PM"
Staff 16,"19.85,14.73","12/5/2022, 12:06:41 PM","12/5/2022, 12:50:10 PM"
Staff 16,"18.832,14.852","12/5/2022, 12:50:10 PM","12/5/2022, 12:50:14 PM"
Staff 16,"19.892,14.722","12/5/2022, 12:50:14 PM","12/5/2022, 2:00:59 PM"
Staff 16,"18.832,14.852","12/5/2022, 2:00:59 PM","12/5/2022, 2:01:02 PM"
Staff 16,"19.836,14.56","12/5/2022, 2:01:02 PM","12/5/2022, 2:07:40 PM"
Staff 16,"18.832,14.852","12/5/2022, 2:07:40 PM","12/5/2022, 2:07:42 PM"
Staff 16,"19.971,14.737","12/5/2022, 2:07:42 PM","12/5/2022, 2:32:12 PM"
Staff 16,"18.832,14.852","12/5/2022, 2:32:12 PM","12/5/2022, 2:32:15 PM"
Staff 16,"19.9,14.589","12/5/2022, 2:32:15 PM","12/5/2022, 3:21:06 PM"
Staff 16,"18.832,14.852","12/5/2022, 3:21:06 PM","12/5/2022, 3:21:08 PM"
Staff 16,"19.876,14.677","12/5/2022, 3:21:08 PM","12/5/2022, 4:00:51 PM"
Staff 16,"18.832,14.852","12/5/2022, 4:00:51 PM","12/5/2022, 4:00:53 PM"
Staff 16,"19.901,14.744","12/5/2022, 4:00:53 PM","12/5/2022, 4:14:34 PM"
Staff 16,"18.832,14.852","12/5/2022, 4:14:34 PM","12/5/2022, 4:14:38 PM"
Staff 16,"19.968,14.693","12/5/2022, 4:14:38 PM","12/5/2022, 4:28:24 PM"
Staff 16,"18.832,14.852","12/5/2022, 4:28:24 PM","12/5/2022, 4:28:26 PM"
Staff 16,"19.937,14.696","12/5/2022, 4:28:26 PM","12/5/2022, 4:59:06 PM"
Staff 16,"19.373,13.605","12/5/2022, 4:59:06 PM","12/5/2022, 4:59:08 PM"
Staff 16,"18.832,14.852","12/5/2022, 4:59:08 PM","12/5/2022, 4:59:10 PM"
Staff 16,"19.926,14.201","12/5/2022, 4:59:10 PM","12/5/2022, 5:00:38 PM"
Staff 16,"20.232,14.852","12/5/2022, 5:00:38 PM","12/5/2022, 5:02:44 PM"
Staff 16,"21.776,15.126","12/5/2022, 5:02:44 PM","12/5/2022, 5:02:47 PM"
Staff 16,"20.678,14.799","12/5/2022, 5:02:47 PM","12/5/2022, 5:16:12 PM"
Staff 16,"19.824,13.894","12/5/2022, 5:16:12 PM","12/5/2022, 5:16:17 PM"
Staff 16,"18.832,14.852","12/5/2022, 5:16:17 PM","12/5/2022, 5:16:19 PM"
Staff 16,"19.847,14.482","12/5/2022, 5:16:19 PM","12/5/2022, 5:35:29 PM"
Staff 16,"20.232,14.852","12/5/2022, 5:35:29 PM","12/5/2022, 5:35:37 PM"
Staff 16,"27.945,15.802","12/5/2022, 5:35:37 PM","12/5/2022, 5:35:41 PM"
Staff 16,"26.56,15.624","12/5/2022, 5:35:41 PM","12/5/2022, 5:35:44 PM"
Staff 16,"25.408,15.489","12/5/2022, 5:35:44 PM","12/5/2022, 5:35:47 PM"
Staff 16,"23.779,15.286","12/5/2022, 5:35:47 PM","12/5/2022, 5:35:49 PM"
Staff 16,"22.61,15.112","12/5/2022, 5:35:49 PM","12/5/2022, 5:35:52 PM"
Staff 16,"21.578,14.849","12/5/2022, 5:35:52 PM","12/5/2022, 5:36:00 PM"
Staff 16,"20.507,14.851","12/5/2022, 5:36:00 PM","12/6/2022, 10:26:57 AM"
Staff 16,"21.751,12.898","12/6/2022, 10:26:57 AM","12/6/2022, 10:27:06 AM"
Staff 16,"20.125,14.19","12/6/2022, 10:27:06 AM","12/6/2022, 10:38:33 AM"
Staff 16,"18.832,14.852","12/6/2022, 10:38:33 AM","12/6/2022, 10:39:32 AM"
Staff 16,"20.053,14.722","12/6/2022, 10:39:32 AM","12/6/2022, 10:40:07 AM"
Staff 16,"18.832,14.852","12/6/2022, 10:40:07 AM","12/6/2022, 10:40:10 AM"
Staff 16,"19.805,14.584","12/6/2022, 10:40:10 AM","12/6/2022, 10:42:32 AM"
Staff 16,"18.832,14.852","12/6/2022, 10:42:32 AM","12/6/2022, 10:43:54 AM"
Staff 16,"20.233,14.631","12/6/2022, 10:43:54 AM","12/6/2022, 10:44:40 AM"
Staff 16,"26.872,15.121","12/6/2022, 10:44:40 AM","12/6/2022, 10:44:46 AM"
Staff 16,"26.038,15.771","12/6/2022, 10:44:46 AM","12/6/2022, 10:44:54 AM"
Staff 16,"24.166,15.198","12/6/2022, 10:44:54 AM","12/6/2022, 10:44:55 AM"
Staff 16,"23.071,14.784","12/6/2022, 10:44:55 AM","12/6/2022, 10:44:56 AM"
Staff 16,"21.914,14.531","12/6/2022, 10:44:56 AM","12/6/2022, 10:45:06 AM"
Staff 16,"20.558,14.51","12/6/2022, 10:45:06 AM","12/6/2022, 10:45:17 AM"
Staff 16,"19.5,14.605","12/6/2022, 10:45:17 AM","12/6/2022, 10:45:31 AM"
Staff 16,"18.832,14.852","12/6/2022, 10:45:31 AM","12/6/2022, 10:49:00 AM"
Staff 16,"19.997,14.647","12/6/2022, 10:49:00 AM","12/6/2022, 10:49:04 AM"
Staff 16,"20.232,14.852","12/6/2022, 10:49:04 AM","12/6/2022, 10:52:52 AM"
Staff 16,"18.832,14.852","12/6/2022, 10:52:52 AM","12/6/2022, 10:53:18 AM"
Staff 16,"19.884,14.754","12/6/2022, 10:53:18 AM","12/6/2022, 10:55:40 AM"
Staff 16,"18.832,14.852","12/6/2022, 10:55:40 AM","12/6/2022, 10:57:09 AM"
Staff 16,"19.766,14.563","12/6/2022, 10:57:09 AM","12/6/2022, 10:58:06 AM"
Staff 16,"18.832,14.852","12/6/2022, 10:58:06 AM","12/6/2022, 10:58:19 AM"
Staff 16,"19.771,14.338","12/6/2022, 10:58:19 AM","12/6/2022, 10:58:33 AM"
Staff 16,"18.832,14.852","12/6/2022, 10:58:33 AM","12/6/2022, 11:00:13 AM"
Staff 16,"19.846,14.683","12/6/2022, 11:00:13 AM","12/6/2022, 11:01:05 AM"
Staff 16,"17.774,14.325","12/6/2022, 11:01:05 AM","12/6/2022, 11:01:12 AM"
Staff 16,"18.826,14.449","12/6/2022, 11:01:12 AM","12/6/2022, 11:01:42 AM"
Staff 16,"18.832,14.852","12/6/2022, 11:01:42 AM","12/6/2022, 11:01:52 AM"
Staff 16,"19.801,14.422","12/6/2022, 11:01:52 AM","12/6/2022, 11:09:06 AM"
Staff 16,"20.232,14.852","12/6/2022, 11:09:06 AM","12/6/2022, 11:09:35 AM"
Staff 16,"19.261,14.486","12/6/2022, 11:09:35 AM","12/6/2022, 11:09:59 AM"
Staff 16,"18.832,14.852","12/6/2022, 11:09:59 AM","12/6/2022, 11:10:03 AM"
Staff 16,"19.688,14.263","12/6/2022, 11:10:03 AM","12/6/2022, 11:10:24 AM"
Staff 16,"18.832,14.852","12/6/2022, 11:10:24 AM","12/6/2022, 11:10:29 AM"
Staff 16,"19.855,14.535","12/6/2022, 11:10:29 AM","12/6/2022, 11:12:11 AM"
Staff 16,"18.832,14.852","12/6/2022, 11:12:11 AM","12/6/2022, 11:12:13 AM"
Staff 16,"19.817,14.391","12/6/2022, 11:12:13 AM","12/6/2022, 11:12:22 AM"
Staff 16,"18.126,14.462","12/6/2022, 11:12:22 AM","12/6/2022, 11:12:28 AM"
Staff 16,"19.378,14.679","12/6/2022, 11:12:28 AM","12/6/2022, 11:12:55 AM"
Staff 16,"18.832,14.852","12/6/2022, 11:12:55 AM","12/6/2022, 11:13:17 AM"
Staff 16,"19.742,14.647","12/6/2022, 11:13:17 AM","12/6/2022, 11:14:41 AM"
Staff 16,"18.832,14.852","12/6/2022, 11:14:41 AM","12/6/2022, 11:14:43 AM"
Staff 16,"19.787,14.459","12/6/2022, 11:14:43 AM","12/6/2022, 11:27:13 AM"
Staff 16,"18.832,14.852","12/6/2022, 11:27:13 AM","12/6/2022, 11:27:23 AM"
Staff 16,"19.825,14.381","12/6/2022, 11:27:23 AM","12/6/2022, 11:29:50 AM"
Staff 16,"18.832,14.852","12/6/2022, 11:29:50 AM","12/6/2022, 11:29:53 AM"
Staff 16,"19.739,14.597","12/6/2022, 11:29:53 AM","12/6/2022, 11:33:05 AM"
Staff 16,"18.624,14.28","12/6/2022, 11:33:05 AM","12/6/2022, 11:33:07 AM"
Staff 16,"18.832,14.852","12/6/2022, 11:33:07 AM","12/6/2022, 11:33:23 AM"
Staff 16,"19.819,14.404","12/6/2022, 11:33:23 AM","12/6/2022, 11:35:06 AM"
Staff 16,"18.832,14.852","12/6/2022, 11:35:06 AM","12/6/2022, 11:35:11 AM"
